,pr,tas,tasmax,tasmin,evspsblpot
1997-03-19,4.515239e-05,282.62,286.42145,281.11145,4.8424e-05
1997-03-20,0.0001252889,279.9,280.62827,279.15826,1.086e-05
1997-03-21,5.3940057e-06,280.13,282.7341,278.7241,7.139e-06
1997-03-22,0.0,280.93,286.4035,277.0935,1.8026e-05
1997-03-23,0.0,284.1,289.9473,278.1973,3.0447e-05
1997-03-24,2.8831977e-05,284.5,286.4876,283.3876,3.3765e-05
1997-03-25,0.0,282.43,286.77353,278.6335,1.4582e-05
1997-03-26,0.0,281.95,288.71085,274.76083,3.1975e-05
1997-03-27,0.0,285.87,294.74384,275.38385,2.2368e-05
1997-03-28,0.0,286.5,293.3126,281.1626,2.884e-05
1997-03-29,7.783669e-05,282.95,284.42584,281.08585,2.8122e-05
1997-03-30,0.0,284.58,291.50177,277.18176,8.9968e-06
1997-03-31,0.0,286.35,293.2668,279.9868,2.4333e-05
1997-04-01,0.0,287.56,294.45178,282.2218,3.7032e-05
1997-04-02,8.440432e-06,283.48,287.19632,281.2363,1.5403e-05
1997-04-03,4.277657e-06,285.9,291.6851,280.0451,2.7613e-05
1997-04-04,0.0,284.43,288.8577,281.50772,2.2873e-05
1997-04-05,0.0,284.77,291.0071,276.58713,2.7591e-05
1997-04-06,5.9024656e-05,286.12,295.64532,280.36533,2.8302e-05
1997-04-07,0.00020553362,279.17,281.24838,278.16837,7.2683e-06
1997-04-08,0.0,281.27,286.1244,276.8744,2.6093e-05
1997-04-09,1.1556868e-05,280.26,282.61508,279.61508,1.3893e-05
1997-04-10,3.912533e-06,283.08,286.71008,277.9401,1.8055e-05
1997-04-11,0.0,286.03,293.21283,276.77283,2.9161e-05
1997-04-12,0.0,287.86,294.6339,282.2339,3.9759e-05
1997-04-13,7.186793e-07,287.1,293.16043,280.96045,3.1001e-05
1997-04-14,0.00014232413,288.92,295.91922,282.9592,2.7419e-05
1997-04-15,3.7469803e-05,286.62,291.41055,285.41055,2.6141e-05
1997-04-16,9.5159885e-05,290.26,297.6783,287.1083,3.543e-05
1997-04-17,0.0,287.0,293.89877,280.35876,4.1942e-05
1997-04-18,0.0,285.57,292.2094,278.7594,4.1072e-05
1997-04-19,0.0,283.79,289.71564,278.76566,4.2481e-05
1997-04-20,0.0,283.08,288.86826,277.29825,4.276e-05
1997-04-21,0.0,282.66,288.32272,278.76273,4.0594e-05
1997-04-22,1.2127285e-05,284.57,290.13663,276.4966,3.6947e-05
1997-04-23,3.8202506e-06,283.29,288.38486,279.25485,3.5584e-05
1997-04-24,0.0,284.55,287.72452,277.88452,3.5767e-05
1997-04-25,0.0,284.96,289.05948,280.0695,3.0702e-05
1997-04-26,3.5221927e-08,287.09,291.08777,282.88776,3.8596e-05
1997-04-27,1.3387904e-06,286.44,291.81335,281.18335,4.3972e-05
1997-04-28,0.0,287.54,292.4872,280.33722,4.3342e-05
1997-04-29,0.0,287.46,293.6188,281.6688,4.8529e-05
1997-04-30,0.0,288.54,295.50134,278.44135,4.1146e-05
1997-05-01,2.435593e-06,288.54,294.9098,280.3598,3.7917e-05
1997-05-02,1.4020939e-05,287.66,292.52057,281.05057,3.3037e-05
1997-05-03,0.0,284.91,287.222,283.602,2.5175e-05
1997-05-04,0.00022007807,279.34,282.05078,277.7608,1.48e-05
1997-05-05,7.844133e-05,280.91,284.17657,279.9166,1.7586e-05
1997-05-06,0.00013616416,280.08,281.10605,279.58,1.2849e-05
1997-05-07,5.883664e-05,281.27,285.53592,279.12592,1.7019e-05
1997-05-08,0.0,285.66,292.57425,275.81424,3.98e-05
1997-05-09,0.0,287.23,294.40857,277.21857,4.4447e-05
1997-05-10,0.0,288.39,295.25873,277.27872,4.6038e-05
1997-05-11,1.282518e-05,288.39,291.15533,285.30533,2.1443e-05
1997-05-12,0.0,289.97,295.3532,284.8832,4.9159e-05
1997-05-13,0.0,289.64,295.58975,284.93976,4.7749e-05
1997-05-14,8.358383e-08,288.99,294.7782,282.8182,4.5396e-05
1997-05-15,0.0,289.7,294.90494,281.67493,4.3051e-05
1997-05-16,0.0,290.07,295.2626,282.0126,4.3901e-05
1997-05-17,0.0,290.69,295.8515,286.5815,5.0046e-05
1997-05-18,0.0,291.06,297.333,283.853,5.0433e-05
1997-05-19,9.3371425e-05,288.52,293.6395,285.1195,3.1995e-05
1997-05-20,0.0,287.98,293.69662,283.06662,4.6659e-05
1997-05-21,0.0,289.96,296.86005,279.91003,5.1352e-05
1997-05-22,1.3080945e-05,292.57,300.2086,282.29858,4.9143e-05
1997-05-23,3.9175353e-05,291.71,295.77966,283.91965,3.8533e-05
1997-05-24,2.771857e-05,287.41,289.0519,285.41193,1.8741e-05
1997-05-25,0.0,288.52,294.1004,284.8504,4.4271e-05
1997-05-26,0.0,290.89,297.27798,282.438,4.6198e-05
1997-05-27,2.9899851e-05,293.03,300.0889,283.73892,4.9999e-05
1997-05-28,0.00021037765,289.98,295.5882,287.9782,2.4914e-05
1997-05-29,0.00028157144,286.98,295.9129,280.7329,2.0228e-05
1997-05-30,2.2917661e-06,287.01,293.4273,276.53732,3.7659e-05
1997-05-31,0.0,289.73,295.26385,280.56387,4.8098e-05
1997-06-01,1.9161803e-06,290.97,295.98038,281.6804,4.9982e-05
1997-06-02,1.3685242e-07,289.62,295.12277,284.55276,4.5595e-05
1997-06-03,0.0,290.15,294.31052,283.64053,5.4417e-05
1997-06-04,0.0,291.78,297.1319,285.4419,5.0445e-05
1997-06-05,0.0,291.49,296.74756,286.34756,5.1691e-05
1997-06-06,0.0,292.29,298.11118,284.15118,3.9333e-05
1997-06-07,2.6682053e-05,290.83,295.74478,285.80478,3.6044e-05
1997-06-08,2.0602218e-05,290.32,295.3221,286.24213,5.1859e-05
1997-06-09,0.0,293.16,298.96658,285.0066,4.9298e-05
1997-06-10,2.4948531e-05,292.44,299.88367,284.89368,3.6562e-05
1997-06-11,3.597533e-06,290.78,295.58173,286.6217,5.0026e-05
1997-06-12,0.0,293.97,299.3634,286.5534,5.12e-05
1997-06-13,2.9536715e-05,294.4,300.27295,287.88293,1.925e-05
1997-06-14,7.7477926e-05,286.39,290.66,285.84003,4.0412e-05
1997-06-15,0.0,289.94,294.77737,286.89737,4.5303e-05
1997-06-16,1.9511908e-05,290.04,294.77408,283.14407,3.7978e-05
1997-06-17,0.0,289.97,293.69028,287.60028,4.393e-05
1997-06-18,0.0,290.62,293.84167,285.27167,4.3838e-05
1997-06-19,9.076082e-06,290.03,295.3943,284.3743,5.6751e-05
1997-06-20,1.0349641e-05,291.57,298.78812,283.08813,6.5312e-05
1997-06-21,0.0,295.03,300.61127,289.0713,6.5608e-05
1997-06-22,0.0,295.79,301.30276,290.27277,6.2811e-05
1997-06-23,3.5213782e-06,296.04,301.82852,290.53854,4.929e-05
1997-06-24,3.33315e-05,294.95,300.7421,289.2021,5.6821e-05
1997-06-25,2.3954848e-05,292.71,299.35574,287.90573,4.2205e-05
1997-06-26,0.0003145368,294.08,302.80835,289.51834,5.9534e-05
1997-06-27,3.1357771e-07,290.62,296.80493,286.85495,5.8938e-05
1997-06-28,0.0,291.95,297.15933,287.75934,5.6014e-05
1997-06-29,0.0,290.85,293.02704,287.72705,5.7903e-05
1997-06-30,6.969864e-05,292.32,299.8118,287.24182,5.4678e-05
1997-07-01,9.125105e-07,292.16,298.23373,287.49374,5.9997e-05
1997-07-02,0.0,295.24,301.56097,285.21097,6.0026e-05
1997-07-03,7.923422e-06,294.54,300.85532,288.2553,5.152e-05
1997-07-04,1.4738631e-06,294.64,299.3454,288.3054,4.7664e-05
1997-07-05,8.2495135e-06,294.26,300.64188,288.4519,4.7337e-05
1997-07-06,4.2194813e-07,294.07,299.98972,288.6097,3.4982e-05
1997-07-07,7.666849e-05,294.37,298.3268,290.0568,4.8376e-05
1997-07-08,8.1495233e-07,295.03,299.7636,291.39362,4.5992e-05
1997-07-09,2.4481972e-07,295.97,301.09775,292.54776,5.3659e-05
1997-07-10,1.7310927e-05,295.36,300.91306,291.03305,5.6135e-05
1997-07-11,2.2690776e-06,296.06,302.2055,289.3055,3.923e-05
1997-07-12,9.06781e-05,294.35,301.4555,291.8055,4.8901e-05
1997-07-13,0.0,295.69,300.87982,290.75983,5.8899e-05
1997-07-14,3.239954e-06,295.55,301.2393,290.5193,6.6227e-05
1997-07-15,0.0,294.97,300.59497,288.34497,6.099e-05
1997-07-16,0.0,295.53,301.62436,287.56436,5.7936e-05
1997-07-17,0.0,296.5,303.03754,288.11752,6.2273e-05
1997-07-18,0.0,297.58,304.1988,288.2488,6.0378e-05
1997-07-19,0.0,297.4,303.83054,290.61053,5.5221e-05
1997-07-20,3.1745258e-09,296.92,302.27167,291.00168,4.539e-05
1997-07-21,8.794508e-05,294.97,300.79187,292.44186,3.093e-05
1997-07-22,5.4373617e-05,293.08,299.2965,288.6265,6.3058e-05
1997-07-23,3.4352743e-06,295.83,307.13895,287.47894,2.3576e-05
1997-07-24,6.853697e-06,289.36,292.83966,287.25964,5.046e-05
1997-07-25,0.0,293.54,300.48038,285.26038,5.8634e-05
1997-07-26,0.0,294.91,302.7588,284.36877,5.6489e-05
1997-07-27,0.0,296.7,304.3422,286.75217,6.1942e-05
1997-07-28,0.0,297.04,304.90027,289.22028,6.2282e-05
1997-07-29,0.0,297.59,305.24942,288.04944,6.3281e-05
1997-07-30,0.0,298.23,303.91418,291.8542,5.8529e-05
1997-07-31,0.0,298.26,304.56036,292.36035,7.1293e-05
1997-08-01,0.0,298.31,305.27652,292.81653,6.51e-05
1997-08-02,0.0,298.71,306.64944,290.40945,6.9681e-05
1997-08-03,0.0,299.35,307.2626,289.0626,6.7046e-05
1997-08-04,0.0,300.22,306.89346,292.98346,6.1428e-05
1997-08-05,0.0,300.31,305.9118,294.1518,6.0103e-05
1997-08-06,1.340475e-06,298.61,304.72403,292.91403,5.7463e-05
1997-08-07,0.0,299.76,306.65298,293.02298,5.2553e-05
1997-08-08,0.0,299.23,306.72128,290.77127,5.6861e-05
1997-08-09,0.0,299.16,306.7714,290.5014,5.7871e-05
1997-08-10,0.0,299.9,307.00256,289.26257,5.9637e-05
1997-08-11,0.0,300.11,307.6721,291.29208,6.672e-05
1997-08-12,7.113523e-06,297.79,303.19455,293.20456,6.3842e-05
1997-08-13,0.0,296.64,302.6725,291.3925,6.0466e-05
1997-08-14,0.0,296.0,301.73077,291.44077,5.6342e-05
1997-08-15,0.0,295.91,301.96057,290.14056,5.0377e-05
1997-08-16,0.0,296.24,303.5211,289.65106,4.9379e-05
1997-08-17,0.0,296.53,304.75235,286.79233,5.1356e-05
1997-08-18,2.998237e-09,297.82,306.61136,287.79135,5.8076e-05
1997-08-19,0.0,300.52,307.76373,290.06372,4.8594e-05
1997-08-20,3.3716422e-06,299.12,306.23154,291.41153,4.4017e-05
1997-08-21,1.1930863e-05,296.65,301.9926,293.2426,4.015e-05
1997-08-22,1.089412e-05,295.91,301.0058,291.89578,4.8391e-05
1997-08-23,4.6100275e-05,295.14,300.91757,291.65756,5.6916e-05
1997-08-24,6.2326867e-06,296.49,303.51044,289.68045,4.5347e-05
1997-08-25,0.0,296.95,303.96213,291.18213,4.131e-05
1997-08-26,0.0,295.52,302.8455,288.6855,5.2753e-05
1997-08-27,0.0,296.94,304.22415,287.63416,7.1221e-05
1997-08-28,1.2524469e-06,297.8,303.9753,289.4153,5.6075e-05
1997-08-29,3.3487342e-07,297.67,303.93945,292.31946,5.9152e-05
1997-08-30,0.0,297.85,304.99957,290.57956,5.8159e-05
1997-08-31,0.0,297.86,305.12442,290.93442,4.6364e-05
1997-09-01,0.0,297.79,305.17935,291.21933,6.8803e-05
1997-09-02,0.0,295.02,302.87738,286.87738,2.9987e-05
1997-09-03,0.0,295.06,303.45264,286.54263,2.2366e-05
1997-09-04,0.0,297.75,305.86298,286.21298,3.9111e-05
1997-09-05,7.899901e-05,295.1,300.51385,294.23386,2.0778e-05
1997-09-06,3.0715873e-06,290.51,293.21945,288.26947,3.6221e-05
1997-09-07,0.0,292.29,299.04,285.25003,2.2412e-05
1997-09-08,7.928252e-05,290.54,297.17105,288.11105,2.6941e-05
1997-09-09,5.9057e-06,291.67,298.9556,283.21558,3.2243e-05
1997-09-10,0.0,289.29,290.8166,286.1566,3.4938e-05
1997-09-11,0.0,289.23,294.6712,282.91122,3.1073e-05
1997-09-12,0.0,290.13,296.6037,285.5137,3.7557e-05
1997-09-13,0.0,290.32,296.59644,284.56644,3.4474e-05
1997-09-14,0.0,289.36,295.99606,282.71606,4.4005e-05
1997-09-15,0.0,291.74,299.86267,281.00266,3.8078e-05
1997-09-16,0.0,293.07,300.1577,286.6877,3.8542e-05
1997-09-17,0.0,294.17,302.50742,286.20743,4.7297e-05
1997-09-18,0.0,295.13,304.64536,285.28534,4.3642e-05
1997-09-19,0.0,296.07,305.04095,286.70096,3.1122e-05
1997-09-20,0.0,296.29,305.55115,287.42114,3.4391e-05
1997-09-21,3.257953e-05,292.31,299.71243,284.93243,2.1441e-05
1997-09-22,6.3070224e-06,287.72,292.05252,284.74252,2.9302e-05
1997-09-23,0.0,285.89,292.54523,281.77524,2.7775e-05
1997-09-24,0.0,285.45,293.11957,279.09958,2.7156e-05
1997-09-25,0.0,288.39,297.64212,276.81213,2.9228e-05
1997-09-26,0.0,289.38,296.73135,282.20135,2.7697e-05
1997-09-27,0.0,290.51,298.7029,283.2929,2.7916e-05
1997-09-28,0.0,291.81,300.8334,283.6534,2.8137e-05
1997-09-29,2.8822076e-05,290.68,298.43753,281.76755,2.1975e-05
1997-09-30,0.0,286.64,294.01782,279.7278,2.0793e-05
1997-10-01,0.0,288.69,297.47382,280.3238,2.4953e-05
1997-10-02,0.00015912276,288.64,296.12363,282.2336,1.8832e-05
1997-10-03,9.4278475e-05,283.65,285.66956,282.61954,1.6689e-05
1997-10-04,0.0,282.43,286.4762,280.0262,2.2523e-05
1997-10-05,0.0,280.77,286.25845,277.88846,1.7645e-05
1997-10-06,0.0,280.52,286.8086,274.8586,1.7277e-05
1997-10-07,0.0,281.54,288.82007,274.20007,1.7322e-05
1997-10-08,4.8693048e-05,283.12,290.86353,278.53354,6.4297e-06
1997-10-09,0.0,283.58,290.02737,274.6974,1.7677e-05
1997-10-10,0.0,287.44,294.27686,283.90686,1.9293e-05
1997-10-11,8.071351e-06,285.53,286.56857,283.73856,2.2395e-05
1997-10-12,0.0,285.96,293.94476,280.12476,1.8507e-05
1997-10-13,0.0,285.99,294.67004,280.17004,1.7654e-05
1997-10-14,0.0,286.43,295.3264,278.9864,9.123e-06
1997-10-15,0.0,282.48,288.70053,278.23053,1.4761e-05
1997-10-16,0.0,281.41,285.20312,276.42313,1.6311e-05
1997-10-17,0.00030090066,282.88,284.84067,281.29065,5.8991e-06
1997-10-18,1.6878146e-05,283.69,288.0409,281.0809,8.1271e-06
1997-10-19,8.383716e-06,283.43,287.31067,280.70068,1.4727e-05
1997-10-20,6.734151e-05,284.51,287.9198,282.8398,9.9889e-06
1997-10-21,0.00019389797,284.77,286.0177,283.9177,9.4383e-06
1997-10-22,0.0,282.44,290.08768,276.82767,2.3603e-05
1997-10-23,0.0,282.59,286.83768,275.39767,2.6455e-05
1997-10-24,0.0,282.97,285.13892,281.35892,1.4421e-05
1997-10-25,0.0,281.17,285.65274,278.54272,1.2226e-05
1997-10-26,0.0,280.18,285.59872,275.9587,1.6921e-05
1997-10-27,0.0,280.35,286.45444,271.8044,8.3311e-06
1997-10-28,0.0,278.99,284.15445,274.09445,1.3865e-05
1997-10-29,5.4361885e-07,280.48,286.4367,276.64673,8.1614e-06
1997-10-30,1.4922969e-07,280.59,286.12277,273.86276,9.8238e-06
1997-10-31,0.0,281.01,286.04816,275.36816,9.4226e-06
1997-11-01,0.0,281.45,286.08356,277.09357,1.0529e-05
1997-11-02,0.0,279.7,284.7801,275.61008,1.9465e-05
1997-11-03,0.0,280.15,287.42398,272.98398,1.543e-05
1997-11-04,0.0,283.73,285.6783,280.7683,1.1521e-05
1997-11-05,2.6922211e-05,280.9,284.74316,278.1132,1.6488e-05
1997-11-06,8.678945e-06,278.94,282.9802,275.5902,7.632e-06
1997-11-07,0.0,275.41,278.48624,272.59625,8.8238e-06
1997-11-08,0.0,276.66,281.69373,268.98373,3.4219e-06
1997-11-09,0.0,279.11,280.2522,278.1222,3.3799e-06
1997-11-10,0.0,274.53,279.60297,270.36298,6.5763e-06
1997-11-11,0.0,276.18,280.78033,268.35034,6.8798e-06
1997-11-12,4.7445915e-06,282.85,284.73148,279.07147,5.3123e-06
1997-11-13,0.00021628391,283.01,285.7943,277.7243,4.6266e-06
1997-11-14,1.23636455e-05,280.48,287.241,275.701,1.3147e-05
1997-11-15,2.15734e-05,280.91,286.066,275.086,1.0076e-05
1997-11-16,0.0,277.06,282.41766,273.89767,6.7069e-06
1997-11-17,3.0499227e-06,277.79,281.36652,269.5765,3.5007e-06
1997-11-18,1.3455231e-05,288.34,292.27594,285.28595,7.6038e-06
1997-11-19,7.927703e-06,283.45,286.34622,282.2662,9.9863e-06
1997-11-20,3.4982643e-06,281.57,284.06107,279.70105,1.0387e-05
1997-11-21,4.183175e-05,278.73,282.74347,271.68347,4.5409e-06
1997-11-22,0.0,278.69,284.95364,271.91364,3.3316e-06
1997-11-23,0.0,282.93,287.31662,278.57663,1.6363e-05
1997-11-24,6.334818e-05,285.85,293.1977,283.1277,4.6601e-06
1997-11-25,4.893537e-05,281.02,284.01782,279.0078,3.4728e-06
1997-11-26,1.3300571e-06,280.49,282.451,278.601,4.6109e-06
1997-11-27,1.3348539e-06,288.36,295.9922,285.62216,5.0268e-06
1997-11-28,0.0,283.3,285.21762,282.2076,4.937e-06
1997-11-29,3.982158e-06,278.72,281.38828,275.44827,5.7072e-06
1997-11-30,1.5123309e-06,279.18,282.9664,276.10638,6.4735e-06
1997-12-01,7.2381217e-06,278.12,282.2091,275.0491,7.1161e-06
1997-12-02,0.0,276.65,282.6036,271.2636,7.8109e-06
1997-12-03,8.615907e-06,276.63,281.75903,270.80905,1.179e-05
1997-12-04,0.0,277.57,285.13565,272.58563,4.8401e-06
1997-12-05,0.0,283.32,288.07852,276.33853,3.4699e-06
1997-12-06,9.581491e-05,278.84,282.5218,276.73178,6.4673e-06
1997-12-07,2.9551033e-05,278.7,282.22757,276.08755,4.893e-06
1997-12-08,4.2751515e-05,276.57,279.78247,274.49246,3.6114e-06
1997-12-09,0.00010472232,281.5,284.10196,276.67197,3.725e-06
1997-12-10,9.081736e-05,278.12,281.5583,275.5883,2.4142e-06
1997-12-11,3.5515786e-05,276.54,281.24228,271.99228,3.4337e-06
1997-12-12,4.3688175e-05,277.1,280.13754,275.09756,3.4708e-06
1997-12-13,0.0,276.73,281.9487,273.7787,1.1829e-05
1997-12-14,0.0,274.77,278.26837,272.35837,1.5511e-05
1997-12-15,0.0,280.21,283.1174,273.0674,7.4723e-06
1997-12-16,0.0,284.84,290.33484,279.89484,7.1317e-06
1997-12-17,0.0,277.85,282.80383,276.11383,9.9835e-06
1997-12-18,0.0,277.53,280.79486,276.88486,3.4023e-06
1997-12-19,0.0,275.51,277.16235,275.15234,3.3609e-06
1997-12-20,0.0,276.12,276.77182,275.62,2.118e-06
1997-12-21,9.546554e-08,277.04,278.58582,275.60583,3.3218e-06
1997-12-22,3.528542e-06,276.77,278.1614,275.7914,3.4826e-06
1997-12-23,0.0,273.11,274.71353,270.86356,3.4611e-06
1997-12-24,0.0,271.98,276.4312,270.5412,1.8749e-06
1997-12-25,0.0,272.48,278.52054,269.83054,1.0129e-06
1997-12-26,0.0,272.38,278.47562,270.26562,6.699e-07
1997-12-27,0.0,272.15,279.70526,269.81525,2.2282e-06
1997-12-28,0.0,272.06,278.8175,269.49753,2.9192e-06
1997-12-29,0.0,271.78,277.97165,269.05164,0.0
1997-12-30,0.0,271.55,276.19626,270.09628,1.339e-06
1997-12-31,0.0,271.51,276.253,269.623,2.3253e-06
1998-01-01,0.0,271.53,276.4597,269.07968,2.3248e-06
1998-01-02,0.0,273.27,280.15848,269.2385,6.0541e-06
1998-01-03,0.00010286959,275.78,279.14325,273.45325,3.3841e-06
1998-01-04,3.729315e-06,276.02,279.99017,274.08017,3.519e-06
1998-01-05,1.2243719e-06,276.04,277.1295,274.55948,2.3148e-06
1998-01-06,0.0,274.67,275.45154,274.20154,2.526e-06
1998-01-07,0.0,274.98,276.8208,273.6108,3.6351e-06
1998-01-08,0.0,272.33,275.27756,271.24756,7.3358e-06
1998-01-09,0.0,271.47,276.0075,270.0675,4.6663e-06
1998-01-10,0.0,271.58,277.52948,269.45947,2.3933e-06
1998-01-11,0.0,272.02,281.78583,268.47583,6.0365e-06
1998-01-12,0.0,274.13,281.2462,267.68616,1.1342e-05
1998-01-13,1.9067786e-05,272.28,275.38055,270.48056,4.4069e-06
1998-01-14,0.0,270.69,273.58905,268.35904,9.7003e-06
1998-01-15,0.0,272.23,281.41754,268.57755,1.2386e-05
1998-01-16,0.0,272.8,280.30685,269.88684,6.7372e-06
1998-01-17,5.2673945e-06,272.2,275.03918,270.27917,7.1673e-06
1998-01-18,2.737417e-05,272.57,273.3634,272.3634,8.0418e-06
1998-01-19,6.265347e-05,271.7,273.034,271.034,5.809e-06
1998-01-20,6.618567e-05,271.26,272.0592,270.94922,2.8349e-06
1998-01-21,9.244949e-05,271.33,272.09177,271.15176,3.4721e-06
1998-01-22,6.195477e-05,272.37,273.23428,271.77426,3.8153e-06
1998-01-23,0.0001755795,272.23,273.10907,272.17908,6.9996e-06
1998-01-24,0.00010219685,272.54,273.2734,272.3034,4.2595e-06
1998-01-25,1.9647118e-07,271.7,272.74042,271.53043,3.9073e-06
1998-01-26,5.1918632e-06,267.85,271.27634,262.99634,3.0248e-06
1998-01-27,0.0,267.99,270.523,260.673,2.0325e-06
1998-01-28,0.0,269.06,270.4581,267.3581,2.4273e-06
1998-01-29,0.0,261.66,266.35324,256.90326,2.8593e-06
1998-01-30,0.0,257.59,263.3426,252.99258,2.4961e-06
1998-01-31,0.0,257.5,263.24722,252.8872,2.3821e-06
1998-02-01,0.0,257.41,263.06183,252.87183,1.9369e-06
1998-02-02,5.0769275e-05,262.79,265.58344,257.38342,2.5625e-06
1998-02-03,2.1769123e-05,270.6,272.1431,268.9331,5.0971e-06
1998-02-04,4.50006e-05,272.85,273.8232,272.1232,8.0584e-06
1998-02-05,4.6448013e-06,271.38,273.21494,270.19495,6.9329e-06
1998-02-06,0.0,266.77,272.60315,259.71317,5.1108e-06
1998-02-07,0.0,262.4,269.49503,257.07504,5.4636e-06
1998-02-08,0.0,269.9,276.54504,259.64505,8.2106e-06
1998-02-09,0.0,272.37,276.16925,270.28925,4.9469e-06
1998-02-10,0.0,268.82,274.30862,265.21863,8.1108e-06
1998-02-11,0.0,270.63,277.10376,263.22375,4.0885e-06
1998-02-12,0.0,268.39,273.69348,261.70346,3.8208e-06
1998-02-13,0.0,269.13,271.55273,265.75275,4.0491e-06
1998-02-14,4.028938e-06,268.12,270.26968,265.90967,5.4126e-06
1998-02-15,9.805471e-06,266.39,267.25296,265.89,4.4212e-06
1998-02-16,2.9032676e-06,265.45,266.35696,264.48697,4.5465e-06
1998-02-17,2.0297663e-05,266.87,267.92947,266.57947,5.1564e-06
1998-02-18,0.0,272.58,274.52832,271.85834,2.9178e-06
1998-02-19,1.484903e-05,271.48,273.1417,268.6417,4.2864e-06
1998-02-20,0.00033097726,275.04,276.2049,273.1149,4.1725e-06
1998-02-21,1.1875678e-05,274.06,275.38977,272.16977,7.9057e-06
1998-02-22,3.1706564e-05,271.34,274.92276,266.54276,7.8287e-06
1998-02-23,0.0,271.9,277.67175,268.47177,4.8411e-06
1998-02-24,4.826842e-05,271.39,273.70517,268.2352,4.6297e-06
1998-02-25,0.0001715717,276.75,280.10745,275.70746,6.5973e-06
1998-02-26,0.000113651215,272.32,274.3623,269.7923,4.9787e-06
1998-02-27,1.4943297e-05,261.99,264.62228,260.6023,7.3457e-06
1998-02-28,1.1307614e-07,267.63,272.61295,261.12296,6.4912e-06
1998-03-01,0.0,268.86,272.84708,260.59708,6.7434e-06
1998-03-02,0.0,271.81,278.13187,266.1819,7.3604e-06
1998-03-03,0.0,264.58,271.29456,261.38455,9.5691e-06
1998-03-04,0.0,262.62,268.75162,257.8116,8.4412e-06
1998-03-05,1.8739255e-09,266.58,272.00714,257.37714,7.9476e-06
1998-03-06,3.4195557e-06,266.52,268.468,264.858,7.1008e-06
1998-03-07,0.0,263.9,269.71082,260.8208,7.4466e-06
1998-03-08,0.0,263.47,268.1641,258.61407,9.1813e-06
1998-03-09,0.0,268.47,273.43777,263.4178,8.2743e-06
1998-03-10,1.2982534e-05,267.38,272.2652,264.5352,8.1592e-06
1998-03-11,0.0,268.56,273.44,265.41,9.154e-06
1998-03-12,0.0,273.35,277.5636,268.1236,9.181e-06
1998-03-13,0.0,270.78,277.51318,264.54318,1.0733e-05
1998-03-14,1.29919745e-05,273.92,277.06854,265.34854,9.111e-06
1998-03-15,3.4396337e-06,276.54,276.93088,276.0709,6.7319e-06
1998-03-16,1.7737046e-06,274.97,277.38174,272.70175,8.8229e-06
1998-03-17,1.5663936e-06,276.76,280.2175,271.2375,9.3217e-06
1998-03-18,1.6282977e-05,275.31,278.2622,273.0522,1.0985e-05
1998-03-19,0.0,276.15,281.2896,272.8796,1.192e-05
1998-03-20,0.0,276.23,281.19632,272.93634,1.8788e-05
1998-03-21,0.0,277.01,280.84467,270.27466,1.3777e-05
1998-03-22,4.5338193e-06,276.86,280.38275,274.37274,1.2763e-05
1998-03-23,0.0,277.74,285.6496,271.18958,1.9653e-05
1998-03-24,0.0,277.8,285.6707,269.69067,2.5124e-05
1998-03-25,0.0,279.83,289.0801,271.4701,2.2011e-05
1998-03-26,0.0,280.83,291.19308,271.44308,2.548e-05
1998-03-27,0.0,281.82,291.37695,271.47693,2.7666e-05
1998-03-28,0.0,282.53,291.98523,272.06525,3.138e-05
1998-03-29,0.0,282.31,290.61288,274.0429,3.9503e-05
1998-03-30,0.0,284.26,292.91522,271.43524,3.0252e-05
1998-03-31,0.0,285.32,293.6037,274.1337,3.5564e-05
1998-04-01,0.0,286.32,294.33212,276.80212,4.553e-05
1998-04-02,8.873144e-05,281.17,290.1875,274.5975,1.6025e-05
1998-04-03,0.0,283.59,291.24884,276.27884,2.8866e-05
1998-04-04,3.383197e-05,280.92,281.42,280.4989,8.3119e-06
1998-04-05,0.0,280.73,285.1068,277.95682,2.8026e-05
1998-04-06,0.0,280.95,285.93964,274.10965,2.7469e-05
1998-04-07,2.417824e-06,278.89,284.18716,274.74716,1.4627e-05
1998-04-08,0.0,280.71,285.3619,272.4019,2.3556e-05
1998-04-09,0.0,284.52,290.81198,278.792,4.2252e-05
1998-04-10,0.0,284.8,292.38873,277.13873,4.1352e-05
1998-04-11,0.0,286.15,293.90213,277.84213,4.0818e-05
1998-04-12,0.0,286.8,294.2198,279.33978,3.3777e-05
1998-04-13,0.0,288.37,295.8419,278.48187,3.7192e-05
1998-04-14,0.0,288.95,296.89798,280.25797,4.35e-05
1998-04-15,0.0,289.84,296.51166,280.20163,4.0001e-05
1998-04-16,0.0,289.1,295.32135,282.91135,4.7179e-05
1998-04-17,0.0,285.92,292.85083,280.7608,4.4826e-05
1998-04-18,0.0,285.97,293.74927,277.49927,4.3369e-05
1998-04-19,0.0,286.75,294.48575,278.01575,3.9732e-05
1998-04-20,0.0,287.94,295.07968,279.1797,3.7571e-05
1998-04-21,0.0,289.07,295.72955,282.15955,4.2067e-05
1998-04-22,0.0,289.7,296.98517,280.72516,4.7413e-05
1998-04-23,0.0,289.87,298.00357,281.41357,4.8955e-05
1998-04-24,0.0,290.3,297.73544,282.00546,5.4269e-05
1998-04-25,0.0,290.18,297.63525,281.10526,5.0479e-05
