,pr,tas,tasmax,tasmin,evspsblpot
1981-01-01,6.960833e-05,271.96,272.7844,271.7044,3.4321e-06
1981-01-02,0.0,273.6,274.96143,273.29144,2.331e-06
1981-01-03,2.4022715e-05,274.75,282.072,270.832,4.66e-06
1981-01-04,0.0,275.69,281.0264,271.04642,8.8e-06
1981-01-05,0.0,274.71,281.1895,272.2695,2.248e-06
1981-01-06,0.0,273.44,274.06638,273.22638,2.2808e-06
1981-01-07,1.206987e-07,273.46,274.2209,272.96,3.2763e-06
1981-01-08,4.2135585e-07,271.14,272.83835,269.51837,3.4803e-06
1981-01-09,0.0,269.96,271.8049,269.54492,2.3148e-06
1981-01-10,0.0,269.65,274.8063,267.6663,2.9731e-06
1981-01-11,0.0,271.04,277.13773,264.38773,4.0457e-06
1981-01-12,0.00014996529,273.06,274.92532,270.33533,2.3158e-06
1981-01-13,0.00015287855,270.61,271.84473,269.9247,5.8487e-06
1981-01-14,4.2764215e-05,269.01,269.6568,268.51,3.6223e-06
1981-01-15,4.6509296e-05,267.79,268.8794,267.7594,5.3569e-06
1981-01-16,4.485195e-06,267.5,270.07788,264.1979,4.2008e-06
1981-01-17,0.0,264.74,267.94827,262.54825,1.7471e-06
1981-01-18,0.0,264.08,268.87955,260.34955,1.9169e-06
1981-01-19,0.0,265.68,271.78802,262.53802,2.3124e-06
1981-01-20,0.0,265.52,268.71527,263.24527,2.1082e-06
1981-01-21,0.0,263.45,266.85202,261.402,2.1602e-06
1981-01-22,0.0,265.56,268.74887,264.2689,2.3191e-06
1981-01-23,0.0,268.29,273.41077,258.66077,4.5629e-06
1981-01-24,2.9635788e-07,263.11,266.6532,257.0132,3.676e-06
1981-01-25,6.851793e-05,268.05,275.0201,259.9201,4.8354e-06
1981-01-26,0.0,269.21,274.49554,259.33554,3.7566e-06
1981-01-27,1.14150026e-07,270.56,272.69955,265.89957,3.1775e-06
1981-01-28,0.0,268.86,273.45386,263.47388,2.7859e-06
1981-01-29,3.3353544e-07,274.78,277.5395,269.74948,3.4891e-06
1981-01-30,0.0,279.48,279.66605,278.98,5.9259e-06
1981-01-31,0.0,276.93,278.18124,276.34125,4.6261e-06
1981-02-01,5.3117215e-06,274.13,276.8465,272.69647,4.4572e-06
1981-02-02,5.627953e-05,271.61,274.253,270.83298,2.8823e-06
1981-02-03,6.4153246e-05,273.38,275.99893,271.53894,2.5753e-06
1981-02-04,5.8689144e-05,271.29,272.5342,270.2242,2.8273e-06
1981-02-05,0.00023185526,274.1,276.7041,271.1141,2.3148e-06
1981-02-06,1.4002611e-05,273.3,274.96027,268.27026,3.9674e-06
1981-02-07,8.006304e-05,270.57,273.24518,267.93518,4.4701e-06
1981-02-08,0.0,267.05,272.17572,264.48572,3.8727e-06
1981-02-09,0.0,265.64,269.57507,262.86508,4.9168e-06
1981-02-10,0.0,266.22,270.73404,260.78403,4.4289e-06
1981-02-11,6.77205e-06,263.7,264.59656,262.91656,4.2253e-06
1981-02-12,5.883966e-07,269.17,270.98688,266.71686,4.558e-06
1981-02-13,0.0,271.34,275.3564,269.15643,3.5417e-06
1981-02-14,0.00026670634,271.84,272.75842,270.53842,4.5803e-06
1981-02-15,5.322915e-06,265.7,268.44485,263.35486,4.77e-06
1981-02-16,1.6298709e-05,267.3,269.2993,266.44928,7.2375e-06
1981-02-17,0.0,264.66,271.1002,260.77017,6.0437e-06
1981-02-18,0.0,262.94,269.61798,257.36798,6.8231e-06
1981-02-19,0.0,272.04,276.1107,260.8407,7.8076e-06
1981-02-20,0.0,273.89,277.68604,269.61603,6.5866e-06
1981-02-21,0.0,271.69,277.8174,265.6274,6.1657e-06
1981-02-22,0.0,269.54,275.99673,266.41672,5.0895e-06
1981-02-23,0.0,270.91,274.29504,265.46506,5.2111e-06
1981-02-24,3.4958753e-06,272.27,274.27393,271.2939,6.2445e-06
1981-02-25,0.0,272.2,277.67365,263.72363,5.5271e-06
1981-02-26,0.0,265.73,272.05707,261.70706,5.6914e-06
1981-02-27,0.0,270.42,276.09692,263.37692,6.5698e-06
1981-02-28,0.0,272.66,276.39795,266.98795,8.0122e-06
1981-03-01,0.0,270.69,278.39893,262.92892,9.3063e-06
1981-03-02,6.032708e-06,272.38,275.80338,265.02338,8.128e-06
1981-03-03,1.0292754e-05,273.67,275.24097,272.82095,6.3617e-06
1981-03-04,0.0,275.76,277.6449,274.7949,5.8912e-06
1981-03-05,3.33359e-05,274.12,275.0154,273.2454,6.6446e-06
1981-03-06,8.593927e-05,273.11,273.84235,272.53235,3.8827e-06
1981-03-07,1.1008555e-08,274.92,277.0863,273.1163,4.251e-06
1981-03-08,0.0,274.71,278.16336,273.15338,8.9371e-06
1981-03-09,0.0,273.9,276.57477,271.26477,1.0243e-05
1981-03-10,9.133648e-07,267.14,270.70468,265.54468,9.6948e-06
1981-03-11,1.3196012e-05,270.36,272.95862,268.7486,1.1962e-05
1981-03-12,3.7888538e-05,269.76,270.26,269.26,9.497e-06
1981-03-13,5.932892e-06,270.17,272.17834,269.10834,6.3423e-06
1981-03-14,0.0002136068,274.69,277.18164,273.12164,7.2394e-06
1981-03-15,0.00022460318,278.58,281.1554,277.5254,5.3293e-06
1981-03-16,0.00018416146,276.87,278.82504,276.66504,6.4311e-06
1981-03-17,3.7216757e-06,275.96,278.5623,274.71228,5.5769e-06
1981-03-18,1.5064381e-06,276.57,280.71686,275.19684,8.8655e-06
1981-03-19,0.0,277.69,285.699,271.769,1.5921e-05
1981-03-20,0.0,278.84,286.97964,269.81964,1.8131e-05
1981-03-21,0.0,278.79,285.08627,273.06625,1.8075e-05
1981-03-22,0.0,274.64,277.856,272.606,2.1179e-05
1981-03-23,9.942081e-06,273.73,276.0548,272.36484,1.7516e-05
1981-03-24,2.0871132e-05,273.77,275.31235,272.93237,1.5336e-05
1981-03-25,0.0,274.13,278.49774,272.32773,1.662e-05
1981-03-26,8.7886053e-07,276.02,282.4775,269.6575,1.7122e-05
1981-03-27,0.0,278.45,286.32098,273.751,1.6822e-05
1981-03-28,4.0875144e-05,277.57,283.10568,273.07568,2.0991e-05
1981-03-29,1.3018748e-06,278.05,284.92093,274.52094,1.6204e-05
1981-03-30,2.1570238e-06,277.99,283.71576,274.91577,1.5605e-05
1981-03-31,0.0,279.22,285.30347,272.87347,1.7666e-05
1981-04-01,0.00024206957,281.08,289.08115,271.37115,1.7731e-05
1981-04-02,7.3604366e-05,277.31,279.3036,276.3636,1.0154e-05
1981-04-03,0.0,278.62,284.72702,274.127,2.0565e-05
1981-04-04,0.0,280.15,287.54495,268.93497,2.5449e-05
1981-04-05,0.0,282.89,289.05716,278.64716,2.7979e-05
1981-04-06,0.0,285.02,293.58423,276.23422,3.555e-05
1981-04-07,0.0,285.99,294.86652,276.6765,4.0009e-05
1981-04-08,0.0,283.5,291.06107,276.50107,3.1314e-05
1981-04-09,1.647848e-06,281.42,290.66507,277.14505,2.5753e-05
1981-04-10,1.7019164e-06,282.79,290.62518,272.8352,2.6026e-05
1981-04-11,1.2819421e-06,283.8,289.80746,274.63745,2.6025e-05
1981-04-12,7.99968e-06,283.49,287.70596,279.17596,2.0112e-05
1981-04-13,3.5971578e-05,282.18,288.26196,279.56195,1.9218e-05
1981-04-14,3.4116388e-06,282.9,287.79108,278.36105,1.6192e-05
1981-04-15,0.0,284.13,289.3276,278.50763,3.7049e-05
1981-04-16,0.0,281.44,285.6499,278.3199,3.223e-05
1981-04-17,2.3070295e-06,280.33,283.7871,278.8171,3.6715e-05
1981-04-18,2.504115e-06,280.42,282.544,277.904,2.0277e-05
1981-04-19,0.0,282.93,289.21204,276.88202,3.6899e-05
1981-04-20,5.5797464e-08,283.22,290.30148,277.33148,1.9479e-05
1981-04-21,2.1251678e-06,281.22,283.26102,279.46103,1.4921e-05
1981-04-22,0.0,281.01,287.31256,273.95255,3.2443e-05
1981-04-23,0.0,284.9,293.84543,272.64545,3.711e-05
1981-04-24,0.0,287.09,294.97253,276.88254,3.9819e-05
1981-04-25,4.193625e-05,288.03,293.45367,280.61368,2.6993e-05
1981-04-26,2.8234936e-07,286.9,291.96725,283.67728,3.0765e-05
1981-04-27,2.5203231e-05,285.31,289.97546,283.41547,1.7967e-05
1981-04-28,0.0,285.81,291.42053,281.50055,3.8094e-05
1981-04-29,0.0,287.95,295.06757,277.48755,4.4977e-05
1981-04-30,0.0,288.59,295.672,280.602,4.8988e-05
1981-05-01,6.293757e-07,284.91,288.90643,282.58643,2.2954e-05
1981-05-02,1.8275575e-06,284.82,287.24106,282.68106,1.4859e-05
1981-05-03,8.500776e-06,284.82,290.26636,281.27634,1.8441e-05
1981-05-04,0.0,286.28,292.0572,277.7372,3.6688e-05
1981-05-05,3.3209955e-05,288.84,295.02957,283.8596,4.0676e-05
1981-05-06,0.00022189826,288.01,291.38474,286.71472,1.8771e-05
1981-05-07,8.204234e-05,287.45,291.99075,285.95074,1.8988e-05
1981-05-08,1.743731e-06,287.82,291.93515,286.16513,3.9326e-05
1981-05-09,0.0,287.26,292.60443,281.31442,4.692e-05
1981-05-10,1.7856775e-05,286.58,292.25232,277.4023,3.7644e-05
1981-05-11,0.0,287.96,294.71725,278.84726,3.9783e-05
1981-05-12,0.0,289.65,297.00067,280.65067,4.1977e-05
1981-05-13,0.0,291.17,297.50345,283.61343,4.0828e-05
1981-05-14,4.234236e-06,292.61,299.30685,285.79684,4.0756e-05
1981-05-15,5.595673e-06,292.22,298.54636,285.04636,3.9253e-05
1981-05-16,4.0757415e-05,293.08,300.34662,287.26663,4.2924e-05
1981-05-17,0.00016731412,287.64,289.7819,283.7519,1.5873e-05
1981-05-18,1.3767013e-06,290.66,296.6491,281.96912,4.2478e-05
1981-05-19,0.0,288.57,293.36035,285.00034,4.8476e-05
1981-05-20,1.4728299e-06,286.09,291.48962,281.07962,4.2737e-05
1981-05-21,3.2818443e-06,287.23,294.75897,277.62897,4.1469e-05
1981-05-22,2.9887528e-06,288.32,294.13248,278.7725,3.7633e-05
1981-05-23,3.500601e-05,290.46,296.6911,285.5311,3.9509e-05
1981-05-24,9.428028e-05,287.53,292.77795,282.71796,2.7398e-05
1981-05-25,3.0413063e-05,289.86,293.86725,286.43726,3.8996e-05
1981-05-26,5.208866e-06,284.89,286.92218,282.64218,2.1626e-05
1981-05-27,2.0025452e-06,285.56,291.28943,276.66943,3.7759e-05
1981-05-28,0.00014751857,284.07,289.5213,281.7413,2.909e-05
1981-05-29,0.00026674225,282.14,283.24213,281.77213,1.1592e-05
1981-05-30,7.852302e-05,284.71,289.01086,283.14087,2.2263e-05
1981-05-31,0.0,287.64,292.1295,286.60947,3.8802e-05
1981-06-01,1.6237602e-05,287.94,293.79803,286.05804,3.5227e-05
1981-06-02,2.7134194e-05,289.12,294.4102,284.49017,3.898e-05
1981-06-03,6.7826463e-06,290.82,296.39038,285.5204,3.8628e-05
1981-06-04,4.469585e-06,291.54,296.81128,283.38126,3.8813e-05
1981-06-05,3.528816e-05,292.15,297.2892,285.00922,3.5693e-05
1981-06-06,9.23074e-05,290.57,294.43298,287.86298,5.0218e-05
1981-06-07,0.0,288.79,293.93027,283.36026,4.2785e-05
1981-06-08,6.878318e-05,286.52,294.64594,279.05594,3.9202e-05
1981-06-09,3.1539955e-06,288.24,292.84995,285.07996,3.3602e-05
1981-06-10,5.9295576e-07,289.03,293.20602,284.436,5.3016e-05
1981-06-11,6.3898096e-07,292.96,299.83072,285.55072,4.6656e-05
1981-06-12,3.2626805e-05,293.22,298.9879,288.28793,4.124e-05
1981-06-13,2.1250458e-05,291.86,297.0402,287.2402,5.1725e-05
1981-06-14,5.6899e-07,293.63,300.67465,284.95465,3.2875e-05
1981-06-15,7.940913e-05,290.71,294.76996,287.86996,6.5743e-05
1981-06-16,0.0,291.07,297.01883,285.6888,5.3839e-05
1981-06-17,0.0,292.04,298.54614,283.48615,4.9688e-05
1981-06-18,2.6740385e-05,292.48,298.78064,283.10062,4.6697e-05
1981-06-19,2.044461e-05,291.52,296.8942,288.19418,5.3163e-05
1981-06-20,2.7125411e-06,291.18,297.36578,287.0958,3.8977e-05
1981-06-21,0.00013456303,292.0,299.83038,286.26038,3.5274e-05
1981-06-22,8.172147e-07,291.06,295.92804,288.89804,5.2707e-05
1981-06-23,0.0,293.79,300.21237,286.02237,5.4568e-05
1981-06-24,0.0,295.08,300.77112,286.80112,4.6948e-05
1981-06-25,0.0,293.17,297.50375,289.67377,6.0604e-05
1981-06-26,2.887874e-06,291.39,296.00946,288.57947,6.0422e-05
1981-06-27,0.0,293.09,298.2307,289.63074,5.9874e-05
1981-06-28,0.0,293.07,298.76526,287.26526,5.03e-05
1981-06-29,0.0,294.69,299.7609,285.8909,5.8603e-05
1981-06-30,0.0,295.35,301.22363,287.79364,4.9635e-05
1981-07-01,0.00012630248,291.96,299.61496,287.87497,3.0571e-05
1981-07-02,4.1443514e-06,290.75,295.78513,288.31512,5.6449e-05
1981-07-03,1.3620822e-06,295.01,302.20886,286.18884,2.294e-05
1981-07-04,4.9109243e-05,285.82,290.08157,285.67157,4.976e-05
1981-07-05,0.0,288.46,294.6181,283.06808,5.4295e-05
1981-07-06,0.0,291.2,297.53748,282.85748,4.1092e-05
1981-07-07,0.00013351173,291.7,298.75656,286.78656,4.6358e-05
1981-07-08,1.5824107e-05,291.2,297.03967,284.3697,3.052e-05
1981-07-09,4.368137e-06,291.43,294.4331,290.3631,5.0087e-05
1981-07-10,2.125006e-09,293.54,299.23126,289.78125,4.8892e-05
1981-07-11,2.275573e-06,293.93,299.85226,288.32227,3.2127e-05
1981-07-12,3.548604e-05,291.58,295.8625,290.03247,4.5809e-05
1981-07-13,0.0,293.38,298.65912,289.7791,5.0931e-05
1981-07-14,9.902013e-06,294.58,301.76254,286.08255,5.5231e-05
1981-07-15,0.0,295.62,301.8292,288.0992,5.4938e-05
1981-07-16,4.211731e-06,294.86,301.09875,288.79874,3.2874e-05
1981-07-17,4.636732e-06,293.56,298.59756,291.30756,4.433e-05
1981-07-18,0.0,294.91,300.95822,289.01822,4.7312e-05
1981-07-19,0.0,295.46,302.31332,289.27332,5.2645e-05
1981-07-20,0.0,296.17,302.789,287.469,5.7897e-05
1981-07-21,0.0,295.54,300.32535,291.12537,4.428e-05
1981-07-22,2.0228715e-06,292.63,298.71854,288.23856,5.3008e-05
1981-07-23,0.0,294.67,301.71454,285.37454,5.5283e-05
1981-07-24,0.0,295.35,301.9585,289.3585,6.6514e-05
1981-07-25,0.0,297.53,305.43225,287.24225,5.4129e-05
1981-07-26,1.0650605e-05,295.64,303.32962,290.05963,5.5216e-05
1981-07-27,1.4110417e-06,296.57,302.83585,289.91586,1.9722e-05
1981-07-28,0.00013297424,293.13,296.78772,290.4777,7.0284e-05
1981-07-29,0.0,295.65,301.95465,287.63464,5.7323e-05
1981-07-30,2.550098e-07,295.42,301.1032,290.45322,5.8593e-05
1981-07-31,0.0,295.57,301.75674,289.54675,5.3948e-05
1981-08-01,0.0,295.79,302.51028,288.90027,5.2433e-05
1981-08-02,0.0,296.1,301.62625,291.66626,5.7969e-05
1981-08-03,0.0,295.06,301.87924,288.63922,4.9018e-05
1981-08-04,0.00023667794,296.81,307.4009,289.1109,4.9593e-05
1981-08-05,0.0,292.18,298.2649,287.4049,5.7182e-05
1981-08-06,0.0,293.49,300.53323,286.08322,5.5e-05
1981-08-07,0.0,295.19,303.54105,284.96103,4.8744e-05
1981-08-08,3.4224537e-09,295.25,303.29813,289.43814,5.1446e-05
1981-08-09,0.0,294.05,300.00726,289.22726,6.0631e-05
1981-08-10,0.0,294.92,301.80746,287.20746,2.4485e-05
1981-08-11,2.884274e-06,293.77,303.79834,286.60834,4.2525e-05
1981-08-12,0.00014438406,287.09,289.11356,286.24353,1.5514e-05
1981-08-13,1.9557665e-06,288.66,292.98752,283.8775,3.5754e-05
1981-08-14,0.00018862642,283.95,285.63687,283.3169,1.7792e-05
1981-08-15,2.7304432e-05,286.96,291.81094,283.87094,4.1356e-05
1981-08-16,0.00011568332,287.05,291.72656,283.89655,1.997e-05
1981-08-17,0.0,289.54,295.68533,285.5653,3.3475e-05
1981-08-18,0.0,290.41,296.50363,284.23364,3.9243e-05
1981-08-19,6.0524108e-05,289.37,294.42288,286.66287,4.5537e-05
1981-08-20,2.0505777e-06,287.79,293.1732,283.0832,4.4934e-05
1981-08-21,0.0,289.62,296.48334,283.62335,3.0965e-05
1981-08-22,0.0,290.57,297.48172,283.38174,2.4147e-05
1981-08-23,5.8540852e-05,289.82,293.7649,286.3549,2.6929e-05
1981-08-24,0.00019702956,290.17,294.72513,288.68512,3.9605e-05
1981-08-25,1.2904223e-05,292.56,298.69934,286.32935,4.3774e-05
1981-08-26,2.5396153e-06,293.51,301.86145,285.37146,4.3699e-05
1981-08-27,0.0,293.67,302.49338,285.55338,4.1172e-05
1981-08-28,0.0,293.14,301.57388,285.24387,4.4999e-05
1981-08-29,0.0,293.54,301.52243,284.84244,4.3405e-05
1981-08-30,0.0,293.5,301.0996,285.9396,4.183e-05
1981-08-31,0.0,293.33,301.09265,286.35266,4.2131e-05
1981-09-01,0.0,293.1,301.04575,286.75574,4.1576e-05
1981-09-02,0.0,293.08,301.30646,284.42645,3.9769e-05
1981-09-03,1.8524652e-08,293.13,301.40335,284.86334,3.6679e-05
1981-09-04,0.0,292.42,300.89713,282.7171,4.1503e-05
1981-09-05,0.0,292.97,301.52554,283.89554,4.0905e-05
1981-09-06,0.0,293.42,301.01736,286.10736,4.9005e-05
1981-09-07,0.0,293.63,300.8841,286.6641,4.0164e-05
1981-09-08,0.0,294.04,301.8793,287.2193,4.1258e-05
1981-09-09,0.0,293.38,300.83456,286.86456,3.8956e-05
1981-09-10,0.0,292.99,301.81104,285.17105,3.6137e-05
1981-09-11,0.0,292.16,299.51282,285.91284,3.646e-05
1981-09-12,0.0,292.35,300.68277,284.35278,5.1216e-05
1981-09-13,0.0,292.76,300.63644,284.10645,3.9424e-05
1981-09-14,0.0,292.98,299.4032,287.2932,3.2802e-05
1981-09-15,2.5398424e-06,293.22,299.0607,290.0107,3.8365e-05
1981-09-16,1.4271898e-06,292.88,295.71396,290.42395,3.3164e-05
1981-09-17,1.3817993e-07,291.85,294.91745,289.87744,2.9997e-05
1981-09-18,0.0,289.59,296.06506,284.42508,2.6722e-05
1981-09-19,0.0,289.93,296.81308,286.2931,3.6145e-05
1981-09-20,0.0,289.9,297.39838,283.05838,2.6961e-05
1981-09-21,0.0,287.21,289.8623,286.7023,2.6426e-05
1981-09-22,0.0,286.65,293.18903,282.509,2.5366e-05
1981-09-23,0.0,286.64,294.73752,278.0875,3.2474e-05
1981-09-24,0.0,286.47,294.79822,279.7882,2.5385e-05
1981-09-25,0.0,285.68,291.52502,282.56503,1.9795e-05
1981-09-26,2.6134546e-06,287.58,295.6961,279.6561,1.0694e-05
1981-09-27,1.4500745e-06,283.48,290.57303,280.98303,1.4821e-05
1981-09-28,2.2352766e-05,283.27,288.0618,279.6318,2.4847e-05
1981-09-29,0.00014512538,277.44,282.35675,276.00674,1.0984e-05
1981-09-30,0.0,280.9,287.36053,274.92053,1.4429e-05
1981-10-01,4.231653e-06,283.84,288.29922,279.12924,1.5391e-05
1981-10-02,7.184431e-05,281.28,284.79425,279.80426,1.8768e-05
1981-10-03,1.9239396e-05,281.62,284.3126,280.44257,1.7439e-05
1981-10-04,4.2265474e-05,285.12,290.00986,280.98984,2.2259e-05
1981-10-05,0.00015204496,286.57,294.7211,282.2211,2.2076e-05
1981-10-06,0.0,285.73,293.46152,277.13153,2.4335e-05
1981-10-07,0.0,289.73,297.92252,281.43253,8.6245e-06
1981-10-08,2.14806e-07,289.83,297.8887,284.0487,1.4621e-05
1981-10-09,5.133833e-05,290.91,297.21423,284.95425,1.3597e-05
1981-10-10,5.6840716e-05,285.09,288.70557,283.12558,1.5781e-05
1981-10-11,0.0,283.91,288.53857,280.1186,2.8834e-05
1981-10-12,0.0,283.81,289.79742,277.89743,1.1677e-05
1981-10-13,5.7381008e-06,288.36,294.25363,282.09363,6.3737e-06
1981-10-14,7.158318e-05,288.76,297.57895,283.98895,8.2207e-06
1981-10-15,7.234534e-05,286.48,290.77863,283.91864,1.1002e-05
1981-10-16,0.00014738528,289.71,292.35513,287.16513,1.0893e-05
1981-10-17,1.0527021e-05,286.11,290.65363,282.44363,9.1357e-06
1981-10-18,0.0,285.49,293.18433,278.78433,1.2677e-05
1981-10-19,0.0,285.63,292.25766,282.13766,9.7259e-06
1981-10-20,0.0,287.15,291.97968,283.8997,1.1477e-05
1981-10-21,0.0,285.95,291.65665,283.00665,1.3255e-05
1981-10-22,0.0,284.11,290.28107,281.60107,1.1064e-05
1981-10-23,0.0,284.42,291.3603,279.19028,1.1678e-05
1981-10-24,0.0,285.81,289.37885,284.16885,1.0089e-05
1981-10-25,1.3762578e-06,281.91,285.15952,279.99954,1.5919e-05
1981-10-26,0.0,279.88,285.8489,274.6689,8.757e-06
1981-10-27,0.0,278.19,286.28613,272.37613,9.6101e-06
1981-10-28,0.0,280.27,285.48276,275.37274,1.4131e-05
1981-10-29,0.0,277.15,282.12173,274.69174,4.7681e-06
1981-10-30,0.0,277.47,284.97824,271.47824,4.9099e-06
1981-10-31,0.0,278.62,286.75864,270.98862,1.32e-05
1981-11-01,0.0,279.96,288.97903,270.99902,4.824e-06
1981-11-02,3.621471e-05,278.57,280.69614,276.68613,6.8095e-06
1981-11-03,8.261645e-06,280.24,283.17316,276.81314,7.9395e-06
1981-11-04,9.041472e-05,286.81,294.4298,282.9498,1.0967e-05
1981-11-05,5.7527113e-06,279.02,282.8111,274.8911,1.2627e-05
1981-11-06,0.0,276.22,281.8067,272.7267,1.0396e-05
1981-11-07,0.0,275.47,282.02084,270.88083,7.3011e-06
1981-11-08,0.0,277.43,284.22678,267.90677,6.2013e-06
1981-11-09,2.5837078e-05,281.35,289.93585,277.32587,8.6408e-06
1981-11-10,0.0,279.99,284.56686,273.46686,5.5453e-06
1981-11-11,0.0,278.24,283.98856,272.11856,6.9405e-06
1981-11-12,0.0,278.53,284.97406,268.54407,9.5402e-06
1981-11-13,0.0,279.51,283.79395,277.06393,6.8968e-06
1981-11-14,0.0,277.76,281.60715,273.95715,4.5461e-06
1981-11-15,0.0,280.64,284.94946,274.80948,8.0788e-06
1981-11-16,0.0,281.26,283.13672,278.8167,4.4637e-06
1981-11-17,5.3919073e-05,281.39,288.89044,274.59045,6.5488e-06
1981-11-18,5.7876478e-05,278.94,282.2206,276.14062,4.9721e-06
1981-11-19,0.0,275.06,280.04858,272.28857,6.5018e-06
1981-11-20,0.0,275.46,277.18417,273.09418,5.6419e-06
1981-11-21,0.0,276.41,281.86057,272.08057,5.9511e-06
1981-11-22,0.0,276.05,280.28766,270.97766,6.3689e-06
1981-11-23,0.0,274.78,280.64532,271.26532,4.6043e-06
1981-11-24,0.0,273.99,275.40015,272.73013,3.2175e-06
1981-11-25,1.346582e-07,274.43,276.19217,272.36218,2.9521e-06
1981-11-26,0.0,273.86,278.14316,272.11316,2.2036e-06
1981-11-27,0.0,273.48,278.39365,272.28366,2.3085e-06
1981-11-28,0.0,274.92,277.07846,271.35846,2.309e-06
1981-11-29,0.0,273.58,277.11606,271.44604,2.7596e-06
1981-11-30,0.0,272.78,278.0147,271.00473,3.1727e-06
1981-12-01,0.0,273.55,275.62952,269.23953,3.4858e-06
1981-12-02,0.0,278.5,282.14664,273.72665,3.4823e-06
1981-12-03,0.0,280.77,280.81714,279.59714,5.1661e-06
1981-12-04,0.0,278.9,284.85565,273.19565,4.8506e-06
1981-12-05,0.0,275.96,282.05124,272.70123,7.9422e-06
1981-12-06,3.742005e-07,275.82,280.2057,273.56567,1.019e-05
1981-12-07,0.0,276.57,279.36182,272.87183,9.2472e-06
1981-12-08,0.0,273.63,275.29242,272.22244,4.6258e-06
1981-12-09,0.0,271.82,273.42648,271.0365,7.0735e-06
1981-12-10,1.4803496e-08,273.91,274.71844,272.02844,1.0704e-05
1981-12-11,0.0,273.81,277.07666,272.49667,1.7502e-05
1981-12-12,4.42896e-06,272.79,277.30942,270.37943,7.1582e-06
1981-12-13,0.0,270.84,272.30362,270.4736,8.3172e-06
1981-12-14,0.0,272.96,275.19174,267.08173,4.0953e-06
1981-12-15,1.2961423e-05,274.54,280.13205,272.39206,2.7987e-05
1981-12-16,1.162522e-05,272.88,275.27194,271.27194,2.3057e-05
1981-12-17,5.2982152e-05,274.44,276.35764,273.23764,2.3148e-06
1981-12-18,2.8085016e-05,272.32,275.06253,266.58252,3.0527e-06
1981-12-19,0.0,271.38,273.62476,268.08478,0.0
1981-12-20,0.0,272.44,277.90604,266.88605,2.103e-06
1981-12-21,9.067535e-07,272.8,277.62616,267.41617,3.4768e-06
1981-12-22,2.1299113e-05,272.49,276.84555,266.22552,3.2822e-06
1981-12-23,0.0,272.23,276.8312,263.5912,8.7731e-07
1981-12-24,0.0,273.95,279.2664,268.38638,2.3014e-06
1981-12-25,0.0,272.69,275.65884,266.39883,3.2936e-06
1981-12-26,0.0,274.17,279.85892,270.8689,1.1853e-06
1981-12-27,0.0,280.29,284.49866,270.86865,2.3225e-06
1981-12-28,0.0,280.13,283.25797,277.83795,2.1266e-06
1981-12-29,0.0,279.23,282.97345,276.44345,4.4342e-06
1981-12-30,4.0007388e-05,277.28,280.57312,276.27313,4.0838e-06
1981-12-31,0.0,277.67,279.15033,277.37033,3.6527e-06
1982-01-01,2.1135707e-05,278.01,279.75754,277.50754,3.528e-06
1982-01-02,0.00015251798,277.53,280.7213,276.4913,5.7087e-06
1982-01-03,9.700084e-06,272.77,274.91565,269.87564,2.7127e-06
1982-01-04,2.6834152e-05,269.49,271.25162,265.8016,4.0455e-06
1982-01-05,0.0,264.77,267.3095,258.24948,2.3217e-06
1982-01-06,0.0,267.12,272.85492,257.0349,1.113e-06
1982-01-07,0.0,268.51,272.24847,262.59848,6.5454e-07
1982-01-08,0.0,265.06,268.88004,263.54004,1.0131e-06
1982-01-09,0.0,264.67,270.58972,261.8897,1.3005e-06
1982-01-10,0.0,267.24,271.59882,261.6388,1.4874e-06
1982-01-11,5.9991426e-06,270.34,274.10092,266.13092,1.5751e-06
1982-01-12,0.0,270.91,272.5545,269.84448,1.2532e-06
1982-01-13,2.0708296e-07,267.85,269.50696,265.87695,1.8435e-06
1982-01-14,0.0,267.66,269.4343,266.6143,1.6536e-06
1982-01-15,0.0,268.69,274.5387,266.0987,2.3922e-06
1982-01-16,0.0,272.13,275.5316,264.1916,1.9595e-06
1982-01-17,2.8306097e-06,277.15,278.2204,275.10037,1.7292e-06
1982-01-18,0.00010172977,279.92,282.92947,277.56946,3.4005e-06
1982-01-19,0.0,276.58,279.99042,274.68042,6.1963e-06
1982-01-20,4.2071173e-05,273.48,281.66666,267.89667,7.6921e-06
1982-01-21,0.0,274.1,277.94354,267.73355,4.5023e-06
1982-01-22,0.0,278.3,287.53308,272.6731,9.7049e-06
1982-01-23,0.0,277.5,284.98486,271.83487,5.9693e-06
1982-01-24,0.0,276.65,284.40247,273.02246,4.68e-06
1982-01-25,0.0,276.71,283.7307,272.34073,4.2534e-06
1982-01-26,1.6216662e-06,276.79,278.4051,275.33508,3.3892e-06
1982-01-27,0.0,279.46,285.37085,275.41086,1.1367e-05
1982-01-28,0.0,280.16,286.11288,276.7729,1.0307e-05
1982-01-29,0.0,280.53,286.08038,276.19037,1.0439e-05
1982-01-30,0.0,282.76,286.87915,280.49915,1.1884e-05
1982-01-31,0.0,280.0,283.5192,274.8692,4.4056e-06
1982-02-01,6.851207e-05,276.38,279.57925,271.62924,5.5561e-06
1982-02-02,1.9610681e-05,275.43,280.73795,270.59793,7.5454e-06
1982-02-03,0.0,274.29,279.11957,269.16956,1.02e-05
1982-02-04,0.0,272.95,279.4148,269.24478,7.2006e-06
