postaja;datum;tpov;tmin;tmax
355;11.14.2001;3.5;2.6;6.3
355;11.15.2001;-0.1;-2.6;6.6
355;11.16.2001;-0.3;-5.7;7.1
355;11.17.2001;0.2;-3.3;7.6
355;11.18.2001;-1.2;-4.4;0.3
355;11.19.2001;0.4;-1.3;1.4
355;11.20.2001;4;0.4;9.3
355;11.21.2001;1.7;-1.2;9.6
355;11.22.2001;5.1;-3.9;10.5
355;11.23.2001;1.1;-2.1;8.7
355;11.24.2001;0.2;-3.5;4.5
355;11.25.2001;-0.8;-3.6;5.2
355;11.26.2001;-2.1;-6.5;1.5
355;11.27.2001;1.1;-2.2;2.9
355;11.28.2001;0.7;-0.8;2.7
355;11.29.2001;1.4;-0.5;3.5
355;11.30.2001;0.9;-0.4;3.9
355;12.01.2001;-0.9;-2.8;4.4
355;12.02.2001;-3.3;-4.6;-1.7
355;12.03.2001;-1.3;-3.5;-0.4
355;12.04.2001;0.1;-0.8;0.9
355;12.05.2001;0.3;-0.6;3.8
355;12.06.2001;1.6;-1;2.7
355;12.07.2001;2;0.5;5.3
355;12.08.2001;-3.6;-5.4;1.7
355;12.09.2001;-5.3;-8.9;-0.1
355;12.10.2001;-3.9;-10.6;0.7
355;12.11.2001;-1.4;-4;-0.5
355;12.12.2001;-0.4;-1.3;1.1
355;12.13.2001;-9.2;-11.9;0.3
355;12.14.2001;-13.3;-16.5;-6.9
355;12.15.2001;-9.1;-18.2;-4.7
355;12.16.2001;-4.3;-12.5;-1.2
355;12.17.2001;-5.2;-9.6;-2.4
355;12.18.2001;-4.5;-7.3;0.2
355;12.19.2001;-11.2;-14.2;-4
355;12.20.2001;-5.4;-16.5;-0.1
355;12.21.2001;-8;-16.9;-0.6
355;12.22.2001;-1.6;-8.9;2.9
355;12.23.2001;-3.2;-6.7;0.7
355;12.24.2001;-16;-22;-3.3
355;12.25.2001;-9.1;-21.5;-5.2
355;12.26.2001;-3;-11.3;-0.1
355;12.27.2001;-6.6;-12.5;1.6
355;12.28.2001;-8.8;-18.9;-1.5
355;12.29.2001;5.9;-11.6;8.4
355;12.30.2001;3;0.3;9.5
355;12.31.2001;-2.7;-5.1;1.3
355;01.01.2002;-4.4;-8.8;2.4
355;01.02.2002;0.8;-7.2;6.6
355;01.03.2002;-5.5;-8.3;2
355;01.04.2002;-8.5;-13.7;-2.5
355;01.05.2002;-4.4;-13.3;-0.1
355;01.06.2002;-3.5;-8.5;5.9
355;01.07.2002;-0.1;-7.6;5.3
355;01.08.2002;-1.6;-6.3;3.6
355;01.09.2002;-2.5;-5.9;3.5
355;01.10.2002;-3.3;-6.3;-1.8
355;01.11.2002;-3.6;-3.8;-2.5
355;01.12.2002;-3.9;-4.3;-3.2
355;01.13.2002;-3.1;-4.2;-2
355;01.14.2002;-3.5;-4.6;-2
355;01.15.2002;-4;-5;-2.8
355;01.16.2002;-4.2;-4.5;-3.4
355;01.17.2002;-3;-4.5;-1.9
355;01.18.2002;-2.2;-3.3;-0.8
355;01.19.2002;-5.8;-10.7;-0.2
355;01.20.2002;-2.2;-6.9;4.1
355;01.21.2002;0.8;-6.3;3.9
355;01.22.2002;2;-3.5;10.4
355;01.23.2002;5.5;-3.5;10.6
355;01.24.2002;7.9;6.7;9.8
355;01.25.2002;3.1;0.2;10.8
355;01.26.2002;2.4;0.2;5.6
355;01.27.2002;7.8;-1.2;10.5
355;01.28.2002;7.2;1.4;18.4
355;01.29.2002;6.4;-0.3;17.7
355;01.30.2002;3.5;-1.2;14.9
355;01.31.2002;6.4;-1.4;12.1
355;02.01.2002;3.5;0;11.9
355;02.02.2002;3.8;-2;14.3
355;02.03.2002;4.6;-1.7;13.3
355;02.04.2002;0.8;-0.7;5.6
355;02.05.2002;3.2;-2.7;10.6
355;02.06.2002;7.1;1.4;12.3
355;02.07.2002;4.9;2.6;5.7
355;02.08.2002;3.8;0.9;9
355;02.09.2002;5.5;0.3;10.9
355;02.10.2002;6;2.9;12.2
355;02.11.2002;6.9;-1.5;14.5
355;02.12.2002;7.8;1.5;17
355;02.13.2002;7.8;-0.4;18
355;02.14.2002;4.4;2.7;7.6
355;02.15.2002;1.7;1;4
355;02.16.2002;1.7;-1.6;4.5
355;02.17.2002;3.1;0.8;4.8
355;02.18.2002;4.1;2.5;7.4
355;02.19.2002;6.3;3.3;11.1
355;02.20.2002;6.3;-1.1;9.9
355;02.21.2002;5.6;3.2;9.1
355;02.22.2002;1.3;-1.9;5.2
355;02.23.2002;4.9;-0.4;10.8
355;02.24.2002;3.9;-1.1;9.3
355;02.25.2002;4.7;-3.4;12.3
355;02.26.2002;8;-2;13.5
355;02.27.2002;11.1;6.2;13.8
355;02.28.2002;7.5;5.5;12.3
355;03.01.2002;5.7;4.3;7.9
355;03.02.2002;6.2;4.5;8.6
355;03.03.2002;4;3.6;6.3
355;03.04.2002;4;-0.3;11.3
355;03.05.2002;6.4;-2.2;13.7
355;03.06.2002;11.5;2.4;19.1
355;03.07.2002;12.3;10.3;16.9
355;03.08.2002;7.6;1.8;15.1
355;03.09.2002;4.5;-2.9;14.2
355;03.10.2002;5.3;-0.6;14.7
355;03.11.2002;3.5;-3.7;13.4
355;03.12.2002;6.2;-4.1;15.2
355;03.13.2002;6.9;-1.3;18.1
355;03.14.2002;11.4;-1.8;19.6
355;03.15.2002;13.6;11.5;20
355;03.16.2002;9.7;5.8;15.8
355;03.17.2002;9.3;1;16.3
355;03.18.2002;8.5;2.7;16.3
355;03.19.2002;10.5;1.2;17.3
355;03.20.2002;10.9;8;17.5
355;03.21.2002;11.2;7.9;18.5
355;03.22.2002;9.2;6.4;16.2
355;03.23.2002;2.9;-1.1;8
355;03.24.2002;3.4;0.7;7
355;03.25.2002;3.9;2;6.1
355;03.26.2002;4.2;2.1;7.9
355;03.27.2002;3.8;1.3;8
355;03.28.2002;2.6;-5.2;11
355;03.29.2002;4.7;-4.4;15
355;03.30.2002;8;-1.2;18.7
355;03.31.2002;8.3;-1.8;19
355;04.01.2002;9.1;0.5;19.2
355;04.02.2002;12.1;1.5;20.3
355;04.03.2002;10.9;4;17.2
355;04.04.2002;8.4;0.3;13.1
355;04.05.2002;7.1;4.6;12.9
355;04.06.2002;3.9;-0.6;9.3
355;04.07.2002;3.3;-2.3;10.1
355;04.08.2002;5;-3.3;11.3
355;04.09.2002;7.9;4.2;10.9
355;04.10.2002;4.2;3.9;8.8
355;04.11.2002;6.3;4;7.5
355;04.12.2002;7;6.2;7.9
355;04.13.2002;9.5;6.9;12.6
355;04.14.2002;10.8;6.6;16.4
355;04.15.2002;9;8.3;11.1
355;04.16.2002;9.4;6.7;11.9
355;04.17.2002;9.6;7.7;13.3
355;04.18.2002;10;7.8;11.9
355;04.19.2002;11.2;9.2;15.1
355;04.20.2002;10.4;9.5;13
355;04.21.2002;13.9;8.2;18.4
355;04.22.2002;12.9;7;19.3
355;04.23.2002;13.1;7.2;18.7
355;04.24.2002;11.3;10;16.8
355;04.25.2002;11.9;5.2;17.9
355;04.26.2002;14.7;5.3;21.9
355;04.27.2002;8.6;7.3;16.1
355;04.28.2002;11.2;1.7;17.6
355;04.29.2002;14.8;7.6;20.5
355;04.30.2002;13.2;9.6;18.7
355;05.01.2002;17;5.4;24
355;05.02.2002;19.2;13.7;25.1
355;05.03.2002;18.3;11.7;26.1
355;05.04.2002;17.5;9.5;25.7
355;05.05.2002;15.3;12.6;20.7
355;05.06.2002;14;7.2;21.2
355;05.07.2002;14.5;7.5;22.1
355;05.08.2002;16.6;8.8;23.8
355;05.09.2002;15.2;11.3;19.1
355;05.10.2002;17.8;11.9;23.9
355;05.11.2002;17.4;11.5;25
355;05.12.2002;17;9.4;24.9
355;05.13.2002;15.9;13.7;22.9
355;05.14.2002;16.6;9.8;24.8
355;05.15.2002;17;11.6;23.4
355;05.16.2002;17.6;9.5;24
355;05.17.2002;20.3;10.9;28.6
355;05.18.2002;19.9;11.7;28
355;05.19.2002;16.3;14.6;20.1
355;05.20.2002;16.2;13.2;20.1
355;05.21.2002;16.9;12.9;21.3
355;05.22.2002;18.6;12.6;24.6
355;05.23.2002;20.8;15.5;25.9
355;05.24.2002;19.4;16.5;25.4
355;05.25.2002;18.2;14.7;22.9
355;05.26.2002;15.1;14;18.4
355;05.27.2002;17.4;13.8;23.1
355;05.28.2002;15.5;13.2;20.7
355;05.29.2002;17.9;11.2;23.4
355;05.30.2002;17.9;10.1;23.1
355;05.31.2002;16.7;8.4;23.6
355;06.01.2002;17.4;9.5;23.5
355;06.02.2002;15.3;12.8;21.2
355;06.03.2002;16.7;7.1;24.1
355;06.04.2002;19.2;9.7;26.2
355;06.05.2002;19.3;13.8;22.9
355;06.06.2002;19.3;16.9;23.7
355;06.07.2002;16.3;13.2;19.1
355;06.08.2002;18.6;13.9;24.7
355;06.09.2002;16.4;12.7;20.1
355;06.10.2002;15.5;14;21
355;06.11.2002;18;11;24.3
355;06.12.2002;18.8;9.4;25.1
355;06.13.2002;21.1;11.2;28.4
355;06.14.2002;21.9;14.2;30.3
355;06.15.2002;24.8;14.4;31.7
355;06.16.2002;21.7;16;29.8
355;06.17.2002;23.4;15.4;29.4
355;06.18.2002;23.5;16.9;30.3
355;06.19.2002;24.3;15.4;31
355;06.20.2002;24.6;16.1;31.4
355;06.21.2002;24.8;17;32.7
355;06.22.2002;25.8;18.7;33.1
355;06.23.2002;26;17.1;33.8
355;06.24.2002;25;17.9;33.3
355;06.25.2002;17.4;15.5;23.2
355;06.26.2002;19.4;10.9;25.8
355;06.27.2002;20.5;10.1;27.3
355;06.28.2002;16.5;14.7;23.2
355;06.29.2002;16;11.8;22.9
355;06.30.2002;18;10.8;23.5
355;07.01.2002;20;9.7;26.6
355;07.02.2002;23.7;17;28.6
355;07.03.2002;24.6;18.5;29.8
355;07.04.2002;17.1;14.9;25
355;07.05.2002;17.3;10.2;24.2
355;07.06.2002;21.2;10.5;28.1
355;07.07.2002;18.9;16.4;25.2
355;07.08.2002;21.3;13;28.7
355;07.09.2002;23;13.1;30.3
355;07.10.2002;24.8;16;32
355;07.11.2002;23.3;19.1;30.4
355;07.12.2002;22.6;14.8;29.5
355;07.13.2002;23.4;17.3;30.2
355;07.14.2002;21.7;17;29.9
355;07.15.2002;23.3;17.9;28.9
355;07.16.2002;23.2;20.1;28.9
355;07.17.2002;21.4;16.2;27.7
355;07.18.2002;20;15.9;24.6
355;07.19.2002;19.4;14.3;25.2
355;07.20.2002;20.3;13.6;28
355;07.21.2002;24.4;13.4;31.1
355;07.22.2002;16.3;14.3;25.5
355;07.23.2002;18.7;11.8;25.9
355;07.24.2002;19.3;13.9;27.8
355;07.25.2002;17.8;15.6;24.1
355;07.26.2002;16.6;11.8;22.8
355;07.27.2002;19.4;12.5;25.9
355;07.28.2002;22.4;15.6;28.4
355;07.29.2002;22.8;16.9;30.6
355;07.30.2002;22.4;16.2;29.6
355;07.31.2002;20.4;18.1;25.6
355;08.01.2002;20.8;16.4;27.2
355;08.02.2002;22.2;16.6;28.8
355;08.03.2002;23.1;16.2;29.5
355;08.04.2002;19.9;17.7;25.1
355;08.05.2002;20.8;17.5;27.1
355;08.06.2002;17.8;16.6;20.4
355;08.07.2002;18.6;16.2;24
355;08.08.2002;19.3;16.2;24.3
355;08.09.2002;18.4;13.6;26
355;08.10.2002;19.4;14.3;25.6
355;08.11.2002;17.9;17.2;20.1
355;08.12.2002;17;15.1;20.7
355;08.13.2002;17.8;14.4;23.7
355;08.14.2002;19;12.2;24.8
355;08.15.2002;19.8;16;24.4
355;08.16.2002;20.1;16.7;26.2
355;08.17.2002;21;15.4;27.6
355;08.18.2002;20.9;15.7;27.2
355;08.19.2002;20.7;15.8;28.5
355;08.20.2002;19.5;13.9;26.7
355;08.21.2002;18.6;14.4;25.5
355;08.22.2002;17.8;16;21
355;08.23.2002;19.1;15.2;25.8
355;08.24.2002;19.8;13.6;27.6
355;08.25.2002;20.2;13.9;27.8
355;08.26.2002;20.8;14.5;28.5
355;08.27.2002;17.6;14.8;22.6
355;08.28.2002;18.8;15;25
355;08.29.2002;18.8;16.2;23.4
355;08.30.2002;20;14.9;27.7
355;08.31.2002;20.1;14.8;27.8
355;09.01.2002;19.8;16.7;25.4
355;09.02.2002;18.6;15.7;23.2
355;09.03.2002;17.5;11.9;24.8
355;09.04.2002;18.7;12.1;26.5
355;09.05.2002;18.3;12.1;25.8
355;09.06.2002;16.9;14.8;22.2
355;09.07.2002;17.1;12.2;24.4
355;09.08.2002;18.2;12.8;26.6
355;09.09.2002;19.3;12.6;26.6
355;09.10.2002;18.6;12.4;25.8
355;09.11.2002;17.4;15;22.3
355;09.12.2002;13.9;11.2;19.5
355;09.13.2002;10.3;4.6;18.6
355;09.14.2002;11.8;4.8;21
355;09.15.2002;13.5;5.6;18.7
355;09.16.2002;11.3;7.1;18.7
355;09.17.2002;11.9;5.8;21.4
355;09.18.2002;14.4;6.5;22.8
355;09.19.2002;16.7;7.6;23.2
355;09.20.2002;17.7;14.6;23.1
355;09.21.2002;14;12.3;16.9
355;09.22.2002;12;11.4;14
355;09.23.2002;11.8;10.7;13.1
355;09.24.2002;9;8.1;11.5
355;09.25.2002;8.5;7.3;9.8
355;09.26.2002;9.5;5.3;14.1
355;09.27.2002;12.1;8.7;18.1
355;09.28.2002;9.3;4.2;12.5
355;09.29.2002;11.4;7.5;16.2
355;09.30.2002;8.7;4.3;17.3
355;10.01.2002;9.5;3.2;18.3
355;10.02.2002;10.1;3.9;18.7
355;10.03.2002;10.3;4.2;18.1
355;10.04.2002;13.8;6.5;19.5
355;10.05.2002;11.7;9;18.9
355;10.06.2002;9.3;3.8;14.3
355;10.07.2002;6.5;2.5;13.8
355;10.08.2002;8.4;-0.4;16.1
355;10.09.2002;7.9;2;9.4
355;10.10.2002;9.3;6.1;11
355;10.11.2002;10.1;9.5;11.5
355;10.12.2002;6.9;6;9.6
355;10.13.2002;6.8;4.8;8.2
355;10.14.2002;9.1;4.4;15
355;10.15.2002;11.2;6.5;16.6
355;10.16.2002;15;6;22.3
355;10.17.2002;18.5;16.2;21.7
355;10.18.2002;9;6.7;18.7
355;10.19.2002;7;5.4;13.5
355;10.20.2002;9.4;3.3;14.6
355;10.21.2002;13.6;4.8;18.2
355;10.22.2002;13.9;11.4;19
355;10.23.2002;16.7;9.5;20.8
355;10.24.2002;8.7;6;16
355;10.25.2002;11.7;3.3;16.5
355;10.26.2002;15.1;11.8;21.8
355;10.27.2002;13;3.8;17
355;10.28.2002;11.3;7.4;16.1
355;10.29.2002;6.8;0;15
355;10.30.2002;10.4;3.3;17.5
355;10.31.2002;8.1;7.7;10.4
355;11.01.2002;10.2;7.7;12.7
355;11.02.2002;8.7;7.5;11.3
355;11.03.2002;7.4;5.7;9.5
355;11.04.2002;6.5;5.6;7.7
355;11.05.2002;3.5;2;6.6
355;11.06.2002;1.1;-0.1;3.1
355;11.07.2002;0.1;-1.6;3.7
355;11.08.2002;3.2;-1.9;6.4
355;11.09.2002;4.1;-2.5;9.3
355;11.10.2002;2.8;-0.4;11.4
355;11.11.2002;8.9;-1.9;14.2
355;11.12.2002;8.7;0.4;15.8
355;11.13.2002;11.1;5.8;15.7
355;11.14.2002;14.3;10.7;19.1
355;11.15.2002;17.6;12.4;22.3
355;11.16.2002;18.6;13.9;22.6
355;11.17.2002;14.5;12.7;19.3
355;11.18.2002;12.1;10.1;15.4
355;11.19.2002;11.2;9.2;15.8
355;11.20.2002;5.6;2.4;13.2
355;11.21.2002;11.2;0.5;16.3
355;11.22.2002;9.3;7.6;12.1
355;11.23.2002;6.6;3.7;14.5
355;11.24.2002;8.3;1.2;14.7
355;11.25.2002;10;5.8;16.5
355;11.26.2002;9.4;7.2;14.6
355;11.27.2002;5.7;4;8.2
355;11.28.2002;6.6;5.8;7.8
355;11.29.2002;7;5.2;9.2
355;11.30.2002;5.1;2.7;8.5
355;12.01.2002;4.2;1.4;5.9
355;12.02.2002;3.2;1.7;5.3
355;12.03.2002;4.8;1.4;5.4
355;12.04.2002;6.7;5.3;7.7
355;12.05.2002;6.1;5.8;6.7
355;12.06.2002;3.2;3;5.9
355;12.07.2002;1;0.2;3.2
355;12.08.2002;-0.9;-1.7;0.3
355;12.09.2002;-3.8;-4.5;-0.9
355;12.10.2002;-4.8;-5.9;-3.6
355;12.11.2002;-4.1;-5;-3.6
355;12.12.2002;-3.3;-4.2;-2.7
355;12.13.2002;-2.4;-3.1;-1.8
355;12.14.2002;-2.2;-2.8;-1.7
355;12.15.2002;-1.5;-1.9;-0.8
355;12.16.2002;-1.9;-2.3;-1
355;12.17.2002;-0.4;-2.1;0.3
355;12.18.2002;0.4;-0.8;1.7
355;12.19.2002;0;-3.8;3.1
355;12.20.2002;-3.3;-5.7;2.3
355;12.21.2002;-0.2;-7.1;2.7
355;12.22.2002;0.6;-3;3.5
355;12.23.2002;1;-0.3;5.1
355;12.24.2002;-2.3;-4.3;0.7
355;12.25.2002;-3.6;-5.2;-2.6
355;12.26.2002;-1.8;-3.6;-1
355;12.27.2002;-0.2;-1.9;1.9
355;12.28.2002;6.7;-1.3;10.5
355;12.29.2002;3.8;1.6;9.3
355;12.30.2002;8.1;1.2;11.6
355;12.31.2002;3.3;0.1;10.9
355;01.01.2003;-1.6;-3.7;0.5
355;01.02.2003;5.1;-2.8;11.7
355;01.03.2003;3.3;0.3;12.9
355;01.04.2003;4.8;-0.5;7.9
355;01.05.2003;-0.8;-2;5.9
355;01.06.2003;-3;-5.1;-0.6
355;01.07.2003;-6;-6.2;-2.9
355;01.08.2003;-11.8;-19.3;-6
355;01.09.2003;-8.9;-13.9;-8.1
355;01.10.2003;-6.9;-13.5;-5.1
355;01.11.2003;-9.7;-14.8;-2.5
355;01.12.2003;-16.9;-21.6;-6.9
355;01.13.2003;-9.3;-19.9;-5.1
355;01.14.2003;-4;-6.8;1.6
355;01.15.2003;-5.3;-10;3.7
355;01.16.2003;-4.8;-11.1;-1.5
355;01.17.2003;-6.8;-11.8;1.7
355;01.18.2003;-6;-13.6;-4.1
355;01.19.2003;-6.4;-7.5;-5.2
355;01.20.2003;-5.4;-7.4;-4.6
355;01.21.2003;-1.8;-5.5;1.1
355;01.22.2003;0.9;-1.1;1.8
355;01.23.2003;-0.6;-1.4;0.9
355;01.24.2003;1;-5.3;5.3
355;01.25.2003;2.4;0.9;3.8
355;01.26.2003;-0.9;-3;3.5
355;01.27.2003;0.3;-5.1;3.5
355;01.28.2003;2.7;-2.1;5.7
355;01.29.2003;-1.1;-5.3;6
355;01.30.2003;-0.8;-6.6;5.6
355;01.31.2003;-1.5;-3.1;0.8
355;02.01.2003;-1.8;-4.1;1.7
355;02.02.2003;-5.9;-10.8;-1.3
355;02.03.2003;0;-10.4;3.9
355;02.04.2003;-0.2;-1.5;3.4
355;02.05.2003;1.2;-1.3;5.1
355;02.06.2003;-0.8;-6.2;3.7
355;02.07.2003;-4.3;-9.8;3.5
355;02.08.2003;-3.9;-10;-1
355;02.09.2003;-3.1;-9.4;0.1
355;02.10.2003;-1.3;-2.6;0.4
355;02.11.2003;-1.9;-2.5;-0.8
355;02.12.2003;-4.9;-7.6;-0.4
355;02.13.2003;-7.3;-14;-2
355;02.14.2003;-7.9;-13.1;-1
355;02.15.2003;-2.8;-13.2;1
355;02.16.2003;-2.1;-3.1;0.1
355;02.17.2003;-5;-7.7;0.3
355;02.18.2003;-5.5;-13.5;0.2
355;02.19.2003;-4.8;-6.6;0.7
355;02.20.2003;-5.3;-10.5;0.5
355;02.21.2003;-1.9;-8.8;1.8
355;02.22.2003;-1.2;-3.5;3.4
355;02.23.2003;-4.3;-9.2;-0.1
355;02.24.2003;-4.2;-7.2;3.9
355;02.25.2003;-2.8;-10.5;4.5
355;02.26.2003;-3.2;-9.8;3
355;02.27.2003;3.8;-8.3;10.4
355;02.28.2003;0.9;-4.3;9.3
355;03.01.2003;2.5;-3.2;11.4
355;03.02.2003;2.2;-3.5;9.8
355;03.03.2003;3.2;1.3;5.9
355;03.04.2003;4;0.6;10.5
355;03.05.2003;5;1.8;8.8
355;03.06.2003;2.2;-1.5;5.1
355;03.07.2003;1.8;0.1;3.2
355;03.08.2003;3.3;-1.1;10.5
355;03.09.2003;7.5;-0.8;14
355;03.10.2003;7.9;4.3;16.4
355;03.11.2003;8.9;-0.5;20
355;03.12.2003;10.4;6.3;16.8
355;03.13.2003;4.8;2.4;9.5
355;03.14.2003;2.3;1;3.8
355;03.15.2003;3.4;1;6.4
355;03.16.2003;4.3;2.9;5.9
355;03.17.2003;4.2;-4.1;11.9
355;03.18.2003;5;0.7;10.1
355;03.19.2003;5.3;1.2;13.2
355;03.20.2003;5.6;0;12.2
355;03.21.2003;2.4;-0.7;8.6
355;03.22.2003;-1;-4.2;5.5
355;03.23.2003;0.7;-8.1;9.7
355;03.24.2003;6.5;-4.3;17.6
355;03.25.2003;8.9;-0.5;20.4
355;03.26.2003;9.5;0.8;20.1
355;03.27.2003;9.3;-0.2;20.2
355;03.28.2003;10;0.6;20.8
355;03.29.2003;11.1;1.2;20.6
355;03.30.2003;11.9;4.8;21.1
355;03.31.2003;10.3;6.3;14.6
355;04.01.2003;7.3;-0.7;14.4
355;04.02.2003;7.6;-0.9;16.4
355;04.03.2003;6.9;4.4;8.9
355;04.04.2003;5.6;3.5;11.2
355;04.05.2003;7.5;-1.6;14.1
355;04.06.2003;1.6;-0.4;9.4
355;04.07.2003;0.5;-3.6;2.7
355;04.08.2003;1.8;-2.6;7.5
355;04.09.2003;4;-5.5;10.7
355;04.10.2003;7.3;3.2;13.6
355;04.11.2003;4.3;2.1;8.4
355;04.12.2003;5.6;1.7;7.2
355;04.13.2003;10.5;6;15.9
355;04.14.2003;9.4;3;15.1
355;04.15.2003;11.7;7.9;15.7
355;04.16.2003;11.2;3.5;19.5
355;04.17.2003;12.2;3.4;17.2
355;04.18.2003;11;6;17.6
355;04.19.2003;10.6;3.4;17
355;04.20.2003;11.6;2.6;18.5
355;04.21.2003;11.8;3.4;19.2
355;04.22.2003;11.6;4.7;20.5
355;04.23.2003;12.1;4.3;19.7
355;04.24.2003;10.8;5.7;17.9
355;04.25.2003;12.1;4.8;20.6
355;04.26.2003;17.7;6;24.4
355;04.27.2003;12.5;11.1;18.5
355;04.28.2003;15.5;5.1;22.1
355;04.29.2003;17.9;11.7;24.4
355;04.30.2003;19.5;7.6;21.8
355;05.01.2003;17.3;14.9;23.8
355;05.02.2003;20.6;11.4;25.5
355;05.03.2003;13;8.7;22.3
355;05.04.2003;14.1;2.1;22.8
355;05.05.2003;16.9;4.6;26.2
355;05.06.2003;19.8;7.7;31.3
355;05.07.2003;20.8;9.2;30.8
355;05.08.2003;23.2;9.2;31
355;05.09.2003;22.7;13.5;30.9
355;05.10.2003;20.1;12.4;25.5
355;05.11.2003;19.3;15.3;24.8
355;05.12.2003;20.6;13.6;28.7
355;05.13.2003;20;14;27.1
355;05.14.2003;11;10;18.5
355;05.15.2003;12.2;7.9;17.3
355;05.16.2003;11.9;2.4;18.7
355;05.17.2003;14.8;3.3;21.6
355;05.18.2003;17.6;6.3;24.6
355;05.19.2003;21.2;10.5;28.1
355;05.20.2003;13.2;10.9;21.7
355;05.21.2003;12.4;10.1;15.7
355;05.22.2003;14.1;9.8;18.5
355;05.23.2003;16.8;8.5;23.4
355;05.24.2003;18.4;8.1;25.8
355;05.25.2003;20.7;10.8;28.2
355;05.26.2003;20.2;14.2;28.9
355;05.27.2003;19.8;14.5;26.3
355;05.28.2003;20.3;14.2;27.7
355;05.29.2003;21.2;15.9;27.2
355;05.30.2003;20.8;13.9;26.7
355;05.31.2003;21.9;12;28.8
355;06.01.2003;18.7;15;24.9
355;06.02.2003;19.6;11.8;26.7
355;06.03.2003;20.4;13.1;27.4
355;06.04.2003;22.6;13.1;29.8
355;06.05.2003;24.6;13.9;32
355;06.06.2003;24.5;14.7;32.4
355;06.07.2003;24.3;16.3;30.5
355;06.08.2003;25.4;18;32.9
355;06.09.2003;25.1;16.6;31.6
355;06.10.2003;26.3;18.3;32.7
355;06.11.2003;26.7;17.2;35.3
355;06.12.2003;26.6;18.5;33.9
355;06.13.2003;26.1;18.6;34
355;06.14.2003;24.7;19.2;30.7
355;06.15.2003;21.6;17.2;27.5
355;06.16.2003;20.4;14.9;27.5
355;06.17.2003;22.8;15.9;28.7
355;06.18.2003;17.6;15;22.3
355;06.19.2003;20.9;14.9;26.7
355;06.20.2003;22.8;14.9;31.1
355;06.21.2003;19.8;15.6;25.8
355;06.22.2003;22.2;12.8;29.4
355;06.23.2003;26.4;14.7;35.4
355;06.24.2003;23.4;18.4;33.8
355;06.25.2003;22.8;16.4;33.9
355;06.26.2003;21.7;14;27.3
355;06.27.2003;19.7;15.2;25.6
355;06.28.2003;22.6;17;27.3
355;06.29.2003;20.7;18.9;24.6
355;06.30.2003;25.3;12;33.6
355;07.01.2003;27.8;16.7;33.7
355;07.02.2003;20.1;15;27
355;07.03.2003;17.3;14.5;25.2
355;07.04.2003;17.4;14.6;21.9
355;07.05.2003;18.5;13;25.1
355;07.06.2003;19.4;14.6;27.1
355;07.07.2003;20.5;11.9;26.7
355;07.08.2003;20.5;13.1;26.6
355;07.09.2003;19.8;11;27.4
355;07.10.2003;20;13.8;26.3
355;07.11.2003;21.2;15;27.6
355;07.12.2003;21.8;12.3;31.3
355;07.13.2003;19.6;16.1;25.8
355;07.14.2003;19.6;11.9;26
355;07.15.2003;22.4;10.6;29.2
355;07.16.2003;25.9;14;32.1
355;07.17.2003;24.3;19.7;32.3
355;07.18.2003;23;18;30
355;07.19.2003;23.2;15.3;29.5
355;07.20.2003;24.8;14.8;32.2
355;07.21.2003;27.2;15;34.9
355;07.22.2003;28.3;20.5;35.6
355;07.23.2003;19.7;17.7;27.3
355;07.24.2003;22.6;14.9;29.5
355;07.25.2003;20.5;16.7;26
355;07.26.2003;22.9;14.3;29.9
355;07.27.2003;26;16.4;33.3
355;07.28.2003;22.8;18.6;30
355;07.29.2003;20.4;17.2;25.2
355;07.30.2003;19;13.3;24.1
355;07.31.2003;19;16.8;22.5
355;08.01.2003;23.1;17.7;28.3
355;08.02.2003;24;17.4;30.8
355;08.03.2003;25.6;17.3;33.4
355;08.04.2003;26.8;18.7;34.6
355;08.05.2003;27.2;20.5;34.2
355;08.06.2003;25.3;19.3;32.4
355;08.07.2003;23.6;17.4;31
355;08.08.2003;23.9;13.2;33
355;08.09.2003;24.2;15.6;32.6
355;08.10.2003;24.7;13.6;34.2
355;08.11.2003;23.6;18.8;31.2
355;08.12.2003;23.3;11.9;32.5
355;08.13.2003;27.1;15.2;38.4
355;08.14.2003;25.4;18.5;36.4
355;08.15.2003;23;18;31.2
355;08.16.2003;22.9;17.4;28.9
355;08.17.2003;24.9;16.7;32
355;08.18.2003;28.3;18.1;36.6
355;08.19.2003;24.7;17.3;30.9
355;08.20.2003;22.7;16.6;30.2
355;08.21.2003;22.9;15.8;31.8
355;08.22.2003;24.6;16.8;33.2
355;08.23.2003;26.1;19.8;33.4
355;08.24.2003;24.4;17;31.1
355;08.25.2003;19.1;16.2;24.3
355;08.26.2003;19.1;11;28.2
355;08.27.2003;23;11.2;32.5
355;08.28.2003;23.8;17;31.2
355;08.29.2003;26.6;19.9;33.4
355;08.30.2003;20.1;14.9;27.1
355;08.31.2003;13.6;11.9;19
355;09.01.2003;15.1;7.7;21.1
355;09.02.2003;14;12.2;19.2
355;09.03.2003;10.9;7.4;18.2
355;09.04.2003;13.1;5.7;21.5
355;09.05.2003;14.4;7;22.8
355;09.06.2003;15.2;7.4;23.6
355;09.07.2003;16.4;8.6;23.8
355;09.08.2003;17.4;11.6;22.3
355;09.09.2003;15.7;14;18.5
355;09.10.2003;15;14.4;16.4
355;09.11.2003;13;10.9;22.9
