postaja;datum;tpov;tmin;tmax
355;04.26.1993;17.5;12.3;24.1
355;04.27.1993;11.9;10.3;16.9
355;04.28.1993;14.3;5.3;24.1
355;04.29.1993;15.6;6.1;23.5
355;04.30.1993;15.6;10.9;20.8
355;05.01.1993;14.2;6.6;22.8
355;05.02.1993;15.5;5.9;23.8
355;05.03.1993;15.8;5.9;24
355;05.04.1993;15.4;9.8;21.6
355;05.05.1993;11.2;10.8;14.5
355;05.06.1993;12.3;6.4;18.8
355;05.07.1993;14.6;10.6;20.1
355;05.08.1993;16.2;9.4;22.5
355;05.09.1993;15;9.7;21
355;05.10.1993;15.1;11;21.3
355;05.11.1993;15.7;7;23.8
355;05.12.1993;15.4;5.8;24.8
355;05.13.1993;16.7;7.9;25.6
355;05.14.1993;17.2;8.4;24.7
355;05.15.1993;16.5;9.5;23.5
355;05.16.1993;17.1;11.3;22.7
355;05.17.1993;16.7;9.7;24.4
355;05.18.1993;18.8;8;26
355;05.19.1993;19.5;11;27.4
355;05.20.1993;20.4;10.7;27.8
355;05.21.1993;21.9;10.8;29.7
355;05.22.1993;17;10.7;22.9
355;05.23.1993;15.2;8.9;21.3
355;05.24.1993;17.4;10.5;23.9
355;05.25.1993;18.5;9.7;26.4
355;05.26.1993;21.9;11;30.4
355;05.27.1993;23.8;15.4;26.3
355;05.28.1993;20;14.9;29.1
355;05.29.1993;17.9;10.2;24.3
355;05.30.1993;21.6;11.8;28.9
355;05.31.1993;16.3;14.8;23.4
355;06.01.1993;20.1;12.5;26.4
355;06.02.1993;22.4;11.7;29.8
355;06.03.1993;15.1;13.8;22.4
355;06.04.1993;18.1;13.8;23.1
355;06.05.1993;21.2;13.7;27.1
355;06.06.1993;22.3;14.1;30.1
355;06.07.1993;23.5;15.7;31.7
355;06.08.1993;20.3;15;25.3
355;06.09.1993;20.8;17.1;26.9
355;06.10.1993;24.1;14.5;29.8
355;06.11.1993;24.8;18.8;31.3
355;06.12.1993;17.1;12.6;24.3
355;06.13.1993;16.6;9.4;21.6
355;06.14.1993;16;13.7;21.3
355;06.15.1993;16.6;9.2;23.4
355;06.16.1993;17.7;11.7;22.8
355;06.17.1993;15.5;11.7;22.2
355;06.18.1993;17.3;10.4;23.6
355;06.19.1993;21.8;10.2;29.1
355;06.20.1993;22.4;12.4;31.6
355;06.21.1993;19;17;25.1
355;06.22.1993;20.6;14.4;26.4
355;06.23.1993;23.8;16.2;29.3
355;06.24.1993;14.9;13.3;23
355;06.25.1993;16.2;8.2;22.4
355;06.26.1993;13.6;11.5;19.8
355;06.27.1993;14.9;10.3;19.4
355;06.28.1993;15.8;11.9;21.3
355;06.29.1993;15.8;7.7;21.9
355;06.30.1993;18.2;8.9;25.4
355;07.01.1993;18.4;11.4;24.2
355;07.02.1993;20.6;9.6;28.2
355;07.03.1993;22.6;13.8;30.9
355;07.04.1993;25.9;16.4;33.2
355;07.05.1993;24.4;17.3;32.3
355;07.06.1993;14.9;12.9;24
355;07.07.1993;15.2;10.2;22.2
355;07.08.1993;17.5;12.2;24
355;07.09.1993;20.8;11.2;27.3
355;07.10.1993;22.8;11.7;28.8
355;07.11.1993;17.5;13.3;27.4
355;07.12.1993;14.1;10.4;20.9
355;07.13.1993;14.4;9.2;21.3
355;07.14.1993;16.6;7.2;23.4
355;07.15.1993;18.5;11.6;25.2
355;07.16.1993;21.1;16.4;30.8
355;07.17.1993;23.5;14.3;31.9
355;07.18.1993;21.4;15.5;29.8
355;07.19.1993;21.4;17;27.4
355;07.20.1993;18.9;17.2;21.6
355;07.21.1993;17;14.5;21
355;07.22.1993;18.5;14.1;23.3
355;07.23.1993;17;10.7;23.8
355;07.24.1993;21.1;10.5;28.3
355;07.25.1993;24.3;11.7;30
355;07.26.1993;13.7;13.1;24.4
355;07.27.1993;17.8;10.2;24.6
355;07.28.1993;20.1;14.2;26.4
355;07.29.1993;21.1;15.4;27.7
355;07.30.1993;25.1;14.3;32
355;07.31.1993;23.2;17.4;35
355;08.01.1993;19.2;16.3;26.1
355;08.02.1993;21.1;12.1;29.7
355;08.03.1993;23.5;14.3;32.4
355;08.04.1993;23.4;14.8;33.9
355;08.05.1993;22.2;15.3;34
355;08.06.1993;20.7;16.5;29.7
355;08.07.1993;19.1;15.9;24.9
355;08.08.1993;19.5;13.8;26.2
355;08.09.1993;16.3;15.8;19
355;08.10.1993;19.3;14.6;26.9
355;08.11.1993;17.3;12.1;24.4
355;08.12.1993;19.3;9.9;27.3
355;08.13.1993;20.8;11.3;30.2
355;08.14.1993;21.4;13.5;31.5
355;08.15.1993;21;12.5;31
355;08.16.1993;21.8;12.3;31.6
355;08.17.1993;21.6;12.6;32.1
355;08.18.1993;19.6;13.9;25.8
355;08.19.1993;19.4;14;26.9
355;08.20.1993;20;11.7;29.4
355;08.21.1993;23.6;13.6;32.5
355;08.22.1993;26.7;14.3;34.7
355;08.23.1993;26.9;18.3;33.7
355;08.24.1993;19.5;15.3;30.1
355;08.25.1993;12.2;11.4;16.2
355;08.26.1993;14.5;11.4;20
355;08.27.1993;14.4;10.5;18.4
355;08.28.1993;15.1;13.6;18.8
355;08.29.1993;13;10.6;18.7
355;08.30.1993;13.9;5.7;21.3
355;08.31.1993;12.7;10.1;18.6
355;09.01.1993;12.4;6.9;18.6
355;09.02.1993;13.8;8;20.9
355;09.03.1993;14.2;9.5;20.6
355;09.04.1993;12.4;9.9;16.9
355;09.05.1993;11.4;8.5;19
355;09.06.1993;11.6;3.9;19
355;09.07.1993;14.7;3.8;24.1
355;09.08.1993;18.6;7.4;25.2
355;09.09.1993;19.8;13.3;27.2
355;09.10.1993;20;18.7;26.4
355;09.11.1993;15.1;10.5;21.4
355;09.12.1993;15;10.2;21.4
355;09.13.1993;19.1;9.6;25.3
355;09.14.1993;18.4;12.3;23.2
355;09.15.1993;16.3;9.3;22.8
355;09.16.1993;17;9.2;24.8
355;09.17.1993;13.8;13.4;16.2
355;09.18.1993;12.3;10.2;16.2
355;09.19.1993;13.6;8.9;17.5
355;09.20.1993;14;12;18.2
355;09.21.1993;14.3;7.1;21.6
355;09.22.1993;15.9;8.8;22.4
355;09.23.1993;18.4;9.4;26.8
355;09.24.1993;17.9;10.5;26.1
355;09.25.1993;13.1;9.4;20
355;09.26.1993;14.4;12.5;17.8
355;09.27.1993;11.7;9.5;17
355;09.28.1993;12.4;6.3;19.2
355;09.29.1993;10.8;10.2;11.8
355;09.30.1993;9.5;5.8;12.7
355;10.01.1993;14.7;7.2;20.1
355;10.02.1993;15.8;11.6;21
355;10.03.1993;13.5;11.6;16.2
355;10.04.1993;10.6;8.1;14.7
355;10.05.1993;13.7;4.4;20.9
355;10.06.1993;17.5;10;22.2
355;10.07.1993;17.1;14.8;21.1
355;10.08.1993;16.6;13.9;23.6
355;10.09.1993;13.2;9.8;20.5
355;10.10.1993;14.9;7.7;20.8
355;10.11.1993;17.8;12.2;22.9
355;10.12.1993;19.1;12.4;23.7
355;10.13.1993;19.8;14.3;24.1
355;10.14.1993;19.2;15.6;26.4
355;10.15.1993;14.8;12.1;21.6
355;10.16.1993;12.9;5.1;19.9
355;10.17.1993;14.2;11.6;19.5
355;10.18.1993;6.7;5.7;11.8
355;10.19.1993;6.7;5.3;8
355;10.20.1993;7.8;6.7;8.7
355;10.21.1993;7.7;7.2;9.1
355;10.22.1993;8.1;6.1;9.1
355;10.23.1993;12.6;8.6;13.7
355;10.24.1993;10.2;7;16.4
355;10.25.1993;8.6;5.2;11.8
355;10.26.1993;6.7;5.3;9.3
355;10.27.1993;2.9;-0.2;8.9
355;10.28.1993;2.7;-2.5;10
355;10.29.1993;3.4;-1.2;10.9
355;10.30.1993;2.3;-0.4;3.8
355;10.31.1993;4.1;2;6
355;11.01.1993;5.2;2.8;6.4
355;11.02.1993;5.5;3.9;7.7
355;11.03.1993;7.3;4;9.2
355;11.04.1993;8.9;7.4;10.1
355;11.05.1993;9.2;8.1;9.9
355;11.06.1993;10.3;9.2;11
355;11.07.1993;13;7.2;18.2
355;11.08.1993;9.9;6.8;12.7
355;11.09.1993;8.7;5.8;11.3
355;11.10.1993;6.5;5.7;8.8
355;11.11.1993;5.9;4;8.2
355;11.12.1993;0.2;-0.6;4.9
355;11.13.1993;-3;-4.7;-0.2
355;11.14.1993;-2.6;-11.4;0.9
355;11.15.1993;0.5;-0.6;1.2
355;11.16.1993;3.2;0.2;5
355;11.17.1993;1;0.2;3.5
355;11.18.1993;-2.2;-3.4;0.6
355;11.19.1993;-4.9;-7.2;-2.3
355;11.20.1993;-5.2;-7.8;-4.6
355;11.21.1993;-4.2;-5.3;-2.2
355;11.22.1993;-2.5;-5.8;-0.5
355;11.23.1993;-4.3;-10.7;-2.8
355;11.24.1993;-2.5;-4.3;-1.9
355;11.25.1993;-1.6;-2.5;-0.2
355;11.26.1993;-5;-8.9;-2
355;11.27.1993;-4.9;-8.4;-4.1
355;11.28.1993;-5.9;-8.5;-5
355;11.29.1993;-3.9;-6.1;-2.9
355;11.30.1993;-0.9;-3.1;0.6
355;12.01.1993;-4.1;-4.9;-1
355;12.02.1993;-5.3;-8.3;-1.2
355;12.03.1993;-5.7;-11.7;0.6
355;12.04.1993;-6.3;-10.3;-0.3
355;12.05.1993;-2.8;-10.2;-1
355;12.06.1993;0.1;-3.7;4.6
355;12.07.1993;-3.2;-5.5;-0.5
355;12.08.1993;-0.2;-2.8;1.8
355;12.09.1993;-2.8;-5.1;3.9
355;12.10.1993;-1.4;-8.1;1.1
355;12.11.1993;1.1;-3.3;5.2
355;12.12.1993;-3.5;-7.3;5.2
355;12.13.1993;5.1;-8.6;9.2
355;12.14.1993;7.3;5.1;10
355;12.15.1993;3.8;1.7;5.9
355;12.16.1993;5.6;2.9;9.4
355;12.17.1993;2.1;-1.3;6.5
355;12.18.1993;1.9;-0.5;8.8
355;12.19.1993;5.3;-2.7;10.7
355;12.20.1993;11.8;9.1;12.9
355;12.21.1993;10.9;4;15
355;12.22.1993;4.2;2.3;8.1
355;12.23.1993;4.9;0.9;10.9
355;12.24.1993;4.4;-2.2;8.7
355;12.25.1993;0.3;-0.6;5.7
355;12.26.1993;-0.5;-5.1;0.1
355;12.27.1993;-0.1;-0.6;0.7
355;12.28.1993;-2.4;-5.7;1.2
355;12.29.1993;-7.5;-11.8;-0.9
355;12.30.1993;-9.3;-11.2;-4.9
355;12.31.1993;-1.5;-14.1;5.7
355;01.01.1994;4.2;-4;6.8
355;01.02.1994;2.1;-1.6;4.9
355;01.03.1994;-1.5;-3.5;3.9
355;01.04.1994;8.1;-3.1;9.5
355;01.05.1994;7;2.7;10.4
355;01.06.1994;10.2;6.8;11.3
355;01.07.1994;11.5;6.1;15.3
355;01.08.1994;7.7;5.3;13.2
355;01.09.1994;5.5;2.9;10.1
355;01.10.1994;5.3;2.1;7.1
355;01.11.1994;8;3;11.4
355;01.12.1994;3.9;0.7;9.5
355;01.13.1994;3.6;-0.1;9.4
355;01.14.1994;3.6;0.3;5.1
355;01.15.1994;3.4;2.1;6.6
355;01.16.1994;1.1;-0.5;2.3
355;01.17.1994;1.4;0.3;3.9
355;01.18.1994;-1.1;-3.5;2.7
355;01.19.1994;-3.3;-7.8;2.3
355;01.20.1994;-1.9;-6.1;-0.7
355;01.21.1994;0.3;-2.1;3.7
355;01.22.1994;-1.8;-7;5.6
355;01.23.1994;0.2;-6.1;7.1
355;01.24.1994;3.3;-2.5;8.5
355;01.25.1994;4.5;-1.6;9.1
355;01.26.1994;4;0.9;11.5
355;01.27.1994;2.2;-2.9;9.5
355;01.28.1994;5.1;-0.9;7.3
355;01.29.1994;2;-1.4;5.7
355;01.30.1994;2.3;-0.9;9.4
355;01.31.1994;2.6;-1.2;8.5
355;02.01.1994;2;-1.6;10
355;02.02.1994;4.1;-3.3;11.8
355;02.03.1994;9.7;2.5;12.1
355;02.04.1994;9.7;5;13.7
355;02.05.1994;8.5;3;14.2
355;02.06.1994;7.6;5.5;12.5
355;02.07.1994;5.8;0;7.7
355;02.08.1994;5.3;1.4;7.3
355;02.09.1994;4.6;3.8;6.6
355;02.10.1994;2.7;-0.1;6.8
355;02.11.1994;3.9;0.2;7.1
355;02.12.1994;0.1;-0.8;3.9
355;02.13.1994;-4.9;-5.4;-0.7
355;02.14.1994;-6.4;-7.2;-5.3
355;02.15.1994;-10.3;-13.1;-3.3
355;02.16.1994;-11.1;-17.5;-2.3
355;02.17.1994;-7.8;-14.6;-4.3
355;02.18.1994;-3.5;-9.4;-1.4
355;02.19.1994;-4.1;-7;-0.3
355;02.20.1994;-5.1;-15.2;1.6
355;02.21.1994;-1.5;-4.5;3.3
355;02.22.1994;0.6;-6.4;6.4
355;02.23.1994;5.8;-3.3;10.8
355;02.24.1994;6.2;5.2;10
355;02.25.1994;5.7;-0.3;13.7
355;02.26.1994;8.9;-1.4;15
355;02.27.1994;9.9;0;17
355;02.28.1994;12.4;10.4;14.1
355;03.01.1994;12.6;10.6;16.8
355;03.02.1994;9.2;7.6;13
355;03.03.1994;9;4.1;15.4
355;03.04.1994;5.3;3.4;10.7
355;03.05.1994;2.9;-1.9;11.6
355;03.06.1994;5.2;-2.6;11.5
355;03.07.1994;9.3;3.6;14
355;03.08.1994;10;5.7;13.7
355;03.09.1994;10.8;8.2;13.2
355;03.10.1994;12.5;3.6;18.8
355;03.11.1994;9.2;7.9;13.9
355;03.12.1994;10.5;0;18.6
355;03.13.1994;12.5;5.4;18.3
355;03.14.1994;10.6;5.1;17.2
355;03.15.1994;12.3;1.7;20
355;03.16.1994;8;2.4;13.8
355;03.17.1994;7.3;5.7;11.9
355;03.18.1994;6.4;-4;11.9
355;03.19.1994;11.1;0.4;15.9
355;03.20.1994;6.3;2.6;12.2
355;03.21.1994;7.4;3.4;9.5
355;03.22.1994;5.5;5.2;7.8
355;03.23.1994;9.7;3.6;14.5
355;03.24.1994;13.6;3.9;19.3
355;03.25.1994;14.7;10.6;20.1
355;03.26.1994;8.9;6.3;15
355;03.27.1994;3.7;-0.1;9.5
355;03.28.1994;3.6;-1.9;9.5
355;03.29.1994;9.9;-0.4;16
355;03.30.1994;12.3;4.8;20.8
355;03.31.1994;15.5;4.9;22.1
355;04.01.1994;13.8;3.4;20.9
355;04.02.1994;6.7;5.3;15.1
355;04.03.1994;6;2.2;12.2
355;04.04.1994;8;0.2;14.1
355;04.05.1994;5.7;4.5;9.5
355;04.06.1994;6;2.2;9.2
355;04.07.1994;6.9;1.6;12.9
355;04.08.1994;7.3;-1.9;13.9
355;04.09.1994;8.3;2.6;14.8
355;04.10.1994;4.9;2.9;7.7
355;04.11.1994;7.4;2.3;12.2
355;04.12.1994;2.9;0.3;8.1
355;04.13.1994;9.3;0.3;13.1
355;04.14.1994;11.4;6.7;17.5
355;04.15.1994;11.6;4.2;18.1
355;04.16.1994;11.7;7.1;15.1
355;04.17.1994;10.6;7.5;13.1
355;04.18.1994;9;6.7;12.9
355;04.19.1994;8;5;11.3
355;04.20.1994;9.2;5.9;11.3
355;04.21.1994;9.9;6.5;16
355;04.22.1994;11.7;3.3;18.8
355;04.23.1994;12.5;5.9;21.3
355;04.24.1994;15.1;4.5;22.5
355;04.25.1994;14.4;4.5;21.7
355;04.26.1994;12.9;5.4;19.4
355;04.27.1994;13.8;7.1;20.3
355;04.28.1994;15.6;9.8;20.6
355;04.29.1994;14.9;10;20.9
355;04.30.1994;15.3;8.3;24.5
355;05.01.1994;13.3;8.7;22.3
355;05.02.1994;10.2;6;14.3
355;05.03.1994;9.4;3.9;16.8
355;05.04.1994;13.5;0.7;20.9
355;05.05.1994;11.3;10;14.4
355;05.06.1994;10.7;7;14.6
355;05.07.1994;10.5;4;16.9
355;05.08.1994;9.1;1.5;15.3
355;05.09.1994;10.9;1.8;18.3
355;05.10.1994;12.2;3.8;17.9
355;05.11.1994;12.6;7.6;17.8
355;05.12.1994;13.9;5.2;20.9
355;05.13.1994;14.1;5.8;20.4
355;05.14.1994;15.9;6.7;21.3
355;05.15.1994;20;9.4;25.8
355;05.16.1994;20.4;9.6;27.2
355;05.17.1994;20;15.8;26.8
355;05.18.1994;19.8;11.7;25.9
355;05.19.1994;14.1;12.4;18.9
355;05.20.1994;15.4;11.3;19.2
355;05.21.1994;17.6;11.1;22.5
355;05.22.1994;18.6;8.2;23.8
355;05.23.1994;20.4;10.2;22.6
355;05.24.1994;18.6;11.7;24.8
355;05.25.1994;17.8;15.2;24
355;05.26.1994;21.8;14.3;26.9
355;05.27.1994;13.9;12;21.4
355;05.28.1994;16.5;6.3;21.6
355;05.29.1994;14.2;11.2;21.1
355;05.30.1994;13.5;9.8;17.5
355;05.31.1994;14.8;9.5;19.8
355;06.01.1994;18.1;7.3;25.8
355;06.02.1994;22.3;11.2;28.8
355;06.03.1994;22.9;17;28.2
355;06.04.1994;15.7;13.7;22.2
355;06.05.1994;13.7;11.1;18.3
355;06.06.1994;13;5.5;17.2
355;06.07.1994;15.3;4.8;20.4
355;06.08.1994;18.8;13.7;24.8
355;06.09.1994;16.2;11.1;25.5
355;06.10.1994;11.8;10.3;15.5
355;06.11.1994;13;9.4;17.8
355;06.12.1994;12.8;11.1;14.5
355;06.13.1994;14.1;12.8;16.7
355;06.14.1994;16.2;12.4;19.4
355;06.15.1994;17.1;13.8;23.4
355;06.16.1994;17.2;11.2;23.6
355;06.17.1994;14.2;10.5;22.2
355;06.18.1994;19.1;10.4;24.7
355;06.19.1994;22.3;12.8;28.8
355;06.20.1994;19.1;13.6;26
355;06.21.1994;19;16;24.2
355;06.22.1994;22.3;13.8;28.4
355;06.23.1994;20.4;14;27.3
355;06.24.1994;19.9;17.1;25
355;06.25.1994;22.4;18.2;27
355;06.26.1994;25.1;15.6;31.5
355;06.27.1994;24.8;15.3;32.1
355;06.28.1994;23.6;14.8;32.7
355;06.29.1994;22.8;17.9;29.7
355;06.30.1994;24;18.7;30.9
355;07.01.1994;22.3;18.4;28.2
355;07.02.1994;21.5;13.8;28.5
355;07.03.1994;22.7;14.6;30
355;07.04.1994;23.7;16.8;32
355;07.05.1994;21.8;17.8;30.9
355;07.06.1994;21.4;15.5;28.4
355;07.07.1994;20.3;17.3;25.2
355;07.08.1994;17.7;15.8;20.9
355;07.09.1994;18.7;14.4;25.1
355;07.10.1994;16.7;11.8;22.8
355;07.11.1994;20.8;13.8;27.2
355;07.12.1994;20.8;15;28
355;07.13.1994;21.5;16.1;27.5
355;07.14.1994;22.3;15.6;28.3
355;07.15.1994;21.3;14;27.2
355;07.16.1994;22.6;15.2;29.3
355;07.17.1994;22.6;15.8;30.9
355;07.18.1994;22.4;16.8;31.3
355;07.19.1994;20.3;16.8;26
355;07.20.1994;19.3;17.4;25.2
355;07.21.1994;20.1;16.7;26.4
355;07.22.1994;21.8;14.4;29.2
355;07.23.1994;21.3;14;30.1
355;07.24.1994;22;14.3;30.2
355;07.25.1994;22.6;15.4;30
355;07.26.1994;22.8;15.8;30.6
355;07.27.1994;22.8;16.3;31
355;07.28.1994;23.4;18.4;31.9
355;07.29.1994;23.1;16.2;30.9
355;07.30.1994;22.5;15.7;31.3
355;07.31.1994;23;13;32.3
355;08.01.1994;23.5;15.4;32.7
355;08.02.1994;24.5;16.6;33
355;08.03.1994;24.3;17.9;32.9
355;08.04.1994;24.4;17.4;31.6
355;08.05.1994;23.4;17.1;32.3
355;08.06.1994;23.9;16.9;32.7
355;08.07.1994;23.4;16.3;31.8
355;08.08.1994;21.7;15.6;31.7
355;08.09.1994;22.3;16.5;30.5
355;08.10.1994;26.6;18.5;33.9
355;08.11.1994;24.8;20.3;30.8
355;08.12.1994;19.8;16.7;25.9
355;08.13.1994;18.8;16;26.2
355;08.14.1994;16.7;14.9;22.5
355;08.15.1994;16.9;12.3;23
355;08.16.1994;17.6;11.3;24.2
355;08.17.1994;19.4;11.3;27.1
355;08.18.1994;15.8;14.9;20.5
355;08.19.1994;17.6;9.8;24.4
355;08.20.1994;20.7;13.8;26.3
355;08.21.1994;21.4;15.8;27.8
355;08.22.1994;20.6;15.8;28.1
355;08.23.1994;21.6;13.8;27.8
355;08.24.1994;18.1;14.1;23.4
355;08.25.1994;16.3;15.2;19.4
355;08.26.1994;17.9;13.9;24.1
355;08.27.1994;18.1;9.9;28.1
355;08.28.1994;21;13;27.8
355;08.29.1994;18.9;16.2;22.4
355;08.30.1994;18.1;16.6;20.6
355;08.31.1994;21.5;15.7;27.3
355;09.01.1994;23.2;17.5;29.4
355;09.02.1994;20.8;17.7;27.4
355;09.03.1994;17.3;16.7;19
355;09.04.1994;16.9;13.3;22.9
355;09.05.1994;17.4;12.9;24.4
355;09.06.1994;18.5;13.4;24.6
355;09.07.1994;20.8;12.8;27.6
355;09.08.1994;20.9;15;27.8
355;09.09.1994;14.9;12.7;20.3
355;09.10.1994;15.7;9.3;23.9
355;09.11.1994;18.1;10.8;25.1
355;09.12.1994;19.9;11.5;27
355;09.13.1994;19.7;12.3;28.5
355;09.14.1994;19.9;14.3;27.2
355;09.15.1994;17.7;14.4;23.1
355;09.16.1994;16;8.9;21.5
355;09.17.1994;11.8;10.9;16.3
355;09.18.1994;10.7;9;12.5
355;09.19.1994;10.3;8.1;16.2
355;09.20.1994;11;6.8;18.1
355;09.21.1994;13.6;7.8;18.5
355;09.22.1994;16.2;12;24.1
355;09.23.1994;17.1;10.9;20.2
355;09.24.1994;21.3;14.8;26.5
355;09.25.1994;19.6;13.2;26.2
355;09.26.1994;18.3;14.4;23.9
355;09.27.1994;19.3;16.3;26.8
355;09.28.1994;16.2;14.3;21.1
355;09.29.1994;16.2;12.5;22.8
355;09.30.1994;15.6;11.5;22.8
355;10.01.1994;18.4;12.8;24.3
355;10.02.1994;18.1;15.4;22.9
355;10.03.1994;17.7;14.2;21.8
355;10.04.1994;11.2;7.1;18.6
355;10.05.1994;7.3;4.6;13.3
355;10.06.1994;5.5;2.7;9.9
355;10.07.1994;3.2;2.5;5.9
355;10.08.1994;4.2;1.6;6.1
355;10.09.1994;5.3;-1.8;12.2
355;10.10.1994;5.6;-0.3;12.9
355;10.11.1994;5.2;-1.1;14.1
355;10.12.1994;6.1;-0.8;14.9
355;10.13.1994;7.8;1.4;16.2
355;10.14.1994;7.8;1.9;16.7
355;10.15.1994;5.5;3.4;10.8
355;10.16.1994;6.5;4.2;10.2
355;10.17.1994;7.6;5.1;10.8
355;10.18.1994;2.7;-0.7;8.8
355;10.19.1994;3.7;-1.6;10
355;10.20.1994;3.2;-2.6;8.6
355;10.21.1994;6.1;0.9;8.1
355;10.22.1994;5.3;4.6;6.9
355;10.23.1994;7.4;5;9.2
355;10.24.1994;8;6.8;8.4
355;10.25.1994;8.5;4.9;17
355;10.26.1994;9.5;1.6;17.8
355;10.27.1994;8.4;4.8;15.2
355;10.28.1994;9.8;2.3;14.7
355;10.29.1994;8.3;6.9;11.5
355;10.30.1994;9.2;3.8;14.3
