postaja;datum;tpov;tmin;tmax
8;01.01.1993;-7;-12;-1
8;01.02.1993;-8.6;-14.5;-4.2
8;01.03.1993;-6.1;-9.2;-3.1
8;01.04.1993;-7.2;-9.7;-3.3
8;01.05.1993;-8.7;-13.2;-2.5
8;01.06.1993;-7.3;-15;-1.6
8;01.07.1993;-3.9;-8.8;0.7
8;01.08.1993;-0.4;-6.7;5.4
8;01.09.1993;-1.2;-5.4;1.8
8;01.10.1993;-2.9;-4.8;1.1
8;01.11.1993;3.9;-5.4;7.3
8;01.12.1993;5.1;3.4;7.7
8;01.13.1993;3.7;2.1;6.3
8;01.14.1993;3.1;-0.4;10.9
8;01.15.1993;0.3;-3.3;5.9
8;01.16.1993;1.4;-4;10.7
8;01.17.1993;0.9;-4.5;11.4
8;01.18.1993;0.1;-4.7;5.6
8;01.19.1993;-1.6;-5.9;5
8;01.20.1993;-2.4;-5.7;0.8
8;01.21.1993;-0.6;-6.7;9.5
8;01.22.1993;0.1;-5.1;7.6
8;01.23.1993;1.3;-2.8;6.2
8;01.24.1993;4.6;-2;7.2
8;01.25.1993;6;2.7;9.3
8;01.26.1993;-0.8;-4;6.3
8;01.27.1993;1.6;-7;9.6
8;01.28.1993;0.2;-3.4;2.7
8;01.29.1993;3.6;-0.4;9.7
8;01.30.1993;-2.3;-3.8;2.7
8;01.31.1993;-4.8;-9;0.8
8;02.01.1993;-4.5;-11.7;4.6
8;02.02.1993;-2.9;-9.9;6.1
8;02.03.1993;-1.2;-8.7;9.9
8;02.04.1993;-0.7;-7.8;10.1
8;02.05.1993;1.4;-7.1;14.6
8;02.06.1993;2.8;-6.1;13.4
8;02.07.1993;2.4;-3.7;7.8
8;02.08.1993;1.6;-2;8.7
8;02.09.1993;-0.4;-6;7
8;02.10.1993;-1.3;-6.3;7.1
8;02.11.1993;-1.3;-7.7;7.2
8;02.12.1993;-1.8;-6.8;5.3
8;02.13.1993;-1.8;-6.6;5.5
8;02.14.1993;-3.5;-8.5;-1.2
8;02.15.1993;-0.1;-3.1;3.6
8;02.16.1993;-1.8;-5.8;2.9
8;02.17.1993;-5.1;-9.8;-0.7
8;02.18.1993;-1.7;-8.7;2.7
8;02.19.1993;-1.2;-4.7;4.7
8;02.20.1993;1.8;-4.7;8.2
8;02.21.1993;0.7;-4.7;5.9
8;02.22.1993;-0.9;-3.8;5.7
8;02.23.1993;-2.9;-8.8;2.8
8;02.24.1993;-0.4;-4.1;2
8;02.25.1993;0.6;-3.9;5.9
8;02.26.1993;-2;-6.9;4.9
8;02.27.1993;-0.6;-5;4.4
8;02.28.1993;3.8;-1.9;9.3
8;03.01.1993;0.6;-3.5;4.7
8;03.02.1993;-0.5;-2;2.5
8;03.03.1993;-0.8;-2.8;0.9
8;03.04.1993;-2.5;-4.2;0
8;03.05.1993;-3.7;-8.8;1.3
8;03.06.1993;-2.1;-9.8;4.3
8;03.07.1993;-0.8;-4.8;2.2
8;03.08.1993;-0.2;-6;7.8
8;03.09.1993;1.1;-3.8;8.5
8;03.10.1993;1.3;-6.8;10
8;03.11.1993;3.3;-5.7;12.2
8;03.12.1993;3.9;-3.9;13.5
8;03.13.1993;4;-4.3;13.7
8;03.14.1993;4.4;-4.2;13.6
8;03.15.1993;5.7;-3.8;14.7
8;03.16.1993;5.3;-2.1;16.1
8;03.17.1993;7.3;-1.1;15.5
8;03.18.1993;10.1;0.2;22.6
8;03.19.1993;8.8;2.1;17.7
8;03.20.1993;10.1;-1.5;22.3
8;03.21.1993;10.3;0.3;20.2
8;03.22.1993;10;2.6;16.3
8;03.23.1993;9.2;6.1;14.7
8;03.24.1993;4.1;2.4;9.2
8;03.25.1993;1.3;-0.4;3.8
8;03.26.1993;1.5;-1.3;6.8
8;03.27.1993;2;-4.8;7.4
8;03.28.1993;3;-0.2;7.3
8;03.29.1993;1.8;-1.5;8.2
8;03.30.1993;1.6;-6.3;7.7
8;03.31.1993;4.6;-5.2;12.3
8;04.01.1993;6.7;-2.5;15.4
8;04.02.1993;5.5;-2.5;12.1
8;04.03.1993;2.6;0.4;6.5
8;04.04.1993;4.5;1.2;10.3
8;04.05.1993;6.1;1;13.1
8;04.06.1993;6.7;-0.5;15.8
8;04.07.1993;9.2;-1;17.5
8;04.08.1993;7.8;-0.6;13
8;04.09.1993;6.4;-2.9;15.5
8;04.10.1993;8;-0.2;16.7
8;04.11.1993;4.9;3.3;7.9
8;04.12.1993;3.1;0.7;5.3
8;04.13.1993;6;2.2;10.2
8;04.14.1993;9.5;2.2;15.8
8;04.15.1993;6.6;4.8;10.7
8;04.16.1993;8.6;1.3;16.7
8;04.17.1993;5.4;1.2;12.3
8;04.18.1993;8.4;-1.5;17.3
8;04.19.1993;9.5;4.6;17.4
8;04.20.1993;13.2;5.1;21.3
8;04.21.1993;13;4.4;21.2
8;04.22.1993;13.2;5.2;22.9
8;04.23.1993;12.9;4.2;22.1
8;04.24.1993;13.8;3.3;22.9
8;04.25.1993;13.5;5.2;21.2
8;04.26.1993;15;7.4;23.9
8;04.27.1993;12.8;4.7;19.3
8;04.28.1993;13.5;5.6;21.1
8;04.29.1993;13.7;8.6;23
8;04.30.1993;11;6.5;18.1
8;05.01.1993;11.5;6.2;19.3
8;05.02.1993;11.8;4.9;19.8
8;05.03.1993;13.8;4.5;21.5
8;05.04.1993;13.1;5;22.6
8;05.05.1993;10.9;6.3;14.6
8;05.06.1993;13.4;9.2;18.4
8;05.07.1993;12.2;9.7;19.1
8;05.08.1993;13.1;6.2;20.2
8;05.09.1993;13.2;6.9;20.4
8;05.10.1993;13.5;6;22.2
8;05.11.1993;16.4;7.2;22.5
8;05.12.1993;14.8;6;21.9
8;05.13.1993;13.9;5.7;22.3
8;05.14.1993;15;7.2;22.1
8;05.15.1993;13;7.4;20.9
8;05.16.1993;14.1;9.7;21.6
8;05.17.1993;15.5;9.1;22.9
8;05.18.1993;17.1;6.9;25
8;05.19.1993;17.7;8.4;25.7
8;05.20.1993;18.4;9.7;25.6
8;05.21.1993;17.9;10.2;25.4
8;05.22.1993;16.4;7;23.4
8;05.23.1993;17.3;6.1;24.1
8;05.24.1993;18.5;10.7;23.9
8;05.25.1993;20.6;12.4;26.8
8;05.26.1993;21.8;11.2;29.5
8;05.27.1993;19.8;14.3;25.8
8;05.28.1993;18.4;12.7;25.3
8;05.29.1993;15.1;9.3;21.6
8;05.30.1993;18.6;9.1;26.3
8;05.31.1993;17;13.3;24.3
8;06.01.1993;18.4;8.5;26.2
8;06.02.1993;19.8;10;28.4
8;06.03.1993;13.1;11.5;18.8
8;06.04.1993;15.3;11.5;20.2
8;06.05.1993;18.5;9.8;26.3
8;06.06.1993;20.2;11.3;27.6
8;06.07.1993;20.5;12.8;27.5
8;06.08.1993;21;12.5;27.7
8;06.09.1993;21.6;17.4;26.5
8;06.10.1993;21.6;13.5;28.8
8;06.11.1993;21.2;14.1;27.4
8;06.12.1993;15.8;12.5;23.6
8;06.13.1993;13.5;9.2;17
8;06.14.1993;15;10.2;20.9
8;06.15.1993;15.7;10.9;22.3
8;06.16.1993;17.5;9;23.1
8;06.17.1993;14.3;11.9;21.4
8;06.18.1993;16.7;10.8;22.8
8;06.19.1993;19.4;8.8;27.9
8;06.20.1993;21.9;10.9;28.2
8;06.21.1993;17.2;14.3;22
8;06.22.1993;21.1;13.1;27.8
8;06.23.1993;18.5;14.1;26.7
8;06.24.1993;14.5;12.2;19
8;06.25.1993;15.2;7.9;21.6
8;06.26.1993;15.2;12.7;18.6
8;06.27.1993;15;12.1;18.3
8;06.28.1993;14.4;11.5;20.5
8;06.29.1993;14.2;6.8;21.3
8;06.30.1993;18.2;8.3;25.3
8;07.01.1993;18.4;8.9;25
8;07.02.1993;19.5;9.9;27.3
8;07.03.1993;20.7;11;28.6
8;07.04.1993;22.1;12.3;30.5
8;07.05.1993;23.2;12.9;30
8;07.06.1993;15.8;12.3;23.9
8;07.07.1993;14.7;5.7;21.3
8;07.08.1993;16.3;5;25.1
8;07.09.1993;17.4;8.3;26.4
8;07.10.1993;19.8;9.5;25.4
8;07.11.1993;16.1;11.6;24.7
8;07.12.1993;11.7;8.7;18.8
8;07.13.1993;13.2;8.2;20.1
8;07.14.1993;14.2;7.2;20.6
8;07.15.1993;16.7;9.8;23.1
8;07.16.1993;19.9;10.5;26.7
8;07.17.1993;21.7;11.7;30.2
8;07.18.1993;22.6;14.6;30.1
8;07.19.1993;20.5;15.3;27.5
8;07.20.1993;19.1;14.8;26.9
8;07.21.1993;16;14;20.7
8;07.22.1993;14.3;11.2;21.9
8;07.23.1993;15.9;7.1;24.1
8;07.24.1993;18.6;7.1;27
8;07.25.1993;19.8;10;27.7
8;07.26.1993;12;11.1;19.7
8;07.27.1993;15.7;9;23.8
8;07.28.1993;19.5;11.4;27.2
8;07.29.1993;21.2;13.3;28.3
8;07.30.1993;21.7;12.8;31.7
8;07.31.1993;23.1;10.8;31.9
8;08.01.1993;17.9;12.7;25.5
8;08.02.1993;19.2;10;29.3
8;08.03.1993;22.2;11.4;32.1
8;08.04.1993;23.1;12.6;33.3
8;08.05.1993;25.3;14.3;33.4
8;08.06.1993;21.2;13.2;32.1
8;08.07.1993;19.3;15.9;25.8
8;08.08.1993;19.7;11.2;25.2
8;08.09.1993;14.9;13.3;20.2
8;08.10.1993;17.6;9.9;25.5
8;08.11.1993;17.1;8.7;24.9
8;08.12.1993;19.6;8.3;28.5
8;08.13.1993;20.1;8.9;30.2
8;08.14.1993;20;9.3;30.4
8;08.15.1993;21.4;9.7;32
8;08.16.1993;22.3;11.5;32.6
8;08.17.1993;20.2;13;31.5
8;08.18.1993;18.1;13.8;23.3
8;08.19.1993;19.2;14.5;27.3
8;08.20.1993;20.4;11.4;28.8
8;08.21.1993;21.8;11.7;32.2
8;08.22.1993;23.4;13.4;32
8;08.23.1993;21.6;15.7;31.5
8;08.24.1993;23.1;14.1;30.9
8;08.25.1993;13.9;12.8;23.5
8;08.26.1993;12.7;11.4;14.2
8;08.27.1993;13.3;11.9;15.7
8;08.28.1993;13.1;11.7;15.9
8;08.29.1993;11.8;9;18.6
8;08.30.1993;11.1;2.5;20
8;08.31.1993;12.9;9.1;21.5
8;09.01.1993;12;5.3;20.8
8;09.02.1993;12.9;2.7;21.5
8;09.03.1993;12.3;8.1;17.9
8;09.04.1993;11;8.7;14.6
8;09.05.1993;10.3;6.8;18
8;09.06.1993;9.6;4.9;18.5
8;09.07.1993;12.4;3;21
8;09.08.1993;15;9.1;19.3
8;09.09.1993;17.4;10.8;22
8;09.10.1993;15.8;14.1;21.2
8;09.11.1993;12.8;9.5;18
8;09.12.1993;14.2;6.9;20.4
8;09.13.1993;15.5;11.5;21.3
8;09.14.1993;15.9;12.9;21.8
8;09.15.1993;13.5;7.1;20.7
8;09.16.1993;14.3;8.1;21
8;09.17.1993;13.8;12.5;16.2
8;09.18.1993;11.5;9.9;14.6
8;09.19.1993;12.6;8.7;15.3
8;09.20.1993;14.4;12.2;17
8;09.21.1993;13.9;11.2;20.2
8;09.22.1993;13.4;8;19.8
8;09.23.1993;16;10.1;23.8
8;09.24.1993;14.9;8.6;22.7
8;09.25.1993;14.1;11.5;17.1
8;09.26.1993;11.6;10.6;15.8
8;09.27.1993;10;9;11.9
8;09.28.1993;9.3;6.2;14.2
8;09.29.1993;8.8;7.6;10.9
8;09.30.1993;8;6.1;15.3
8;10.01.1993;10.3;4.3;13.3
8;10.02.1993;14.4;9.8;18.5
8;10.03.1993;10.9;8.2;16.8
8;10.04.1993;10;6.9;18.6
8;10.05.1993;11.4;2.7;19.6
8;10.06.1993;14.8;10.4;18.2
8;10.07.1993;14.4;12.9;19.6
8;10.08.1993;14.3;11.3;20.7
8;10.09.1993;11.4;8.8;17.2
8;10.10.1993;10.5;5.8;18
8;10.11.1993;14.4;7.9;17.8
8;10.12.1993;16.6;13.9;21.3
8;10.13.1993;16.9;14.5;21.3
8;10.14.1993;13.9;10.9;20.8
8;10.15.1993;11.2;9;18.5
8;10.16.1993;10.5;5.5;17.6
8;10.17.1993;13.9;7.1;19.5
8;10.18.1993;7.1;5.6;14.8
8;10.19.1993;6.6;5.4;8.4
8;10.20.1993;6.8;6.1;8.8
8;10.21.1993;6.8;6.3;8.3
8;10.22.1993;5.7;4.6;7.3
8;10.23.1993;9;5.8;11.9
8;10.24.1993;7.5;5.8;11.3
8;10.25.1993;9.1;5.8;13.7
8;10.26.1993;5.4;4.6;9.1
8;10.27.1993;3.9;1.8;8.9
8;10.28.1993;3.5;-1.4;11.7
8;10.29.1993;2.4;-1.4;10.9
8;10.30.1993;2;-2.6;11.1
8;10.31.1993;4.1;-0.1;7.6
8;11.01.1993;4.6;2.9;9.3
8;11.02.1993;5.9;3.6;7.6
8;11.03.1993;9.1;6.2;11.7
8;11.04.1993;10.4;8.3;15.9
8;11.05.1993;8.9;8.5;10.1
8;11.06.1993;9;8;10.4
8;11.07.1993;8.6;6.1;14.2
8;11.08.1993;7.9;4.8;11.2
8;11.09.1993;6.8;4.7;11.2
8;11.10.1993;6.4;5.6;7.9
8;11.11.1993;7;5.1;9.4
8;11.12.1993;3.4;1.9;7.6
8;11.13.1993;-1.8;-2.7;2.5
8;11.14.1993;-0.6;-3.3;1.4
8;11.15.1993;-0.2;-0.6;1.4
8;11.16.1993;0.7;-1.2;6.3
8;11.17.1993;-0.3;-4.7;4.5
8;11.18.1993;-2;-3.7;1.7
8;11.19.1993;-5;-8.6;0.1
8;11.20.1993;-5.2;-7.8;-3.9
8;11.21.1993;-4.5;-8.3;-1.5
8;11.22.1993;-6.9;-11.5;-0.9
8;11.23.1993;-3.8;-11.8;-2
8;11.24.1993;-2.9;-3.8;-1.1
8;11.25.1993;-2.3;-3.2;-0.6
8;11.26.1993;-3.8;-5;-1.6
8;11.27.1993;-5;-5.9;-3.4
8;11.28.1993;-5.1;-6.2;-3.5
8;11.29.1993;-5.3;-6.3;-3.8
8;11.30.1993;-2.5;-6.1;0
8;12.01.1993;-2.9;-3.5;-1.4
8;12.02.1993;-3.8;-5.5;-0.2
8;12.03.1993;-6.2;-10.1;0.8
8;12.04.1993;-4.3;-8.4;1.2
8;12.05.1993;-3.3;-8;-0.3
8;12.06.1993;-1.1;-6.1;2.9
8;12.07.1993;-2.3;-4.4;-0.9
8;12.08.1993;-0.6;-3.4;3.5
8;12.09.1993;0.9;-1.9;5.7
8;12.10.1993;1.4;-2.5;4.7
8;12.11.1993;2.8;0.8;5.8
8;12.12.1993;1.4;-2.6;4.1
8;12.13.1993;1.9;-4.4;5.8
8;12.14.1993;5.9;2.5;7.9
8;12.15.1993;1.9;0.4;7.4
8;12.16.1993;2.3;0;6.1
8;12.17.1993;-2.1;-3.6;0.7
8;12.18.1993;2.3;-3.1;8.2
8;12.19.1993;3.8;-2.6;7.8
8;12.20.1993;6.5;5.7;8.8
8;12.21.1993;8.5;5.9;11.1
8;12.22.1993;0.2;-1.8;7.8
8;12.23.1993;0.8;-3.8;9.6
8;12.24.1993;3.5;-1.6;7.1
8;12.25.1993;-0.2;-1.5;5
8;12.26.1993;-1.9;-3.5;0.5
8;12.27.1993;-2;-4.2;0.1
8;12.28.1993;-3.1;-4.2;-1.2
8;12.29.1993;-6.8;-7.6;-3.6
8;12.30.1993;-6;-8.9;-1.4
8;12.31.1993;-2.7;-9.2;0.2
8;01.01.1994;1.7;-1.9;4.5
8;01.02.1994;-1.1;-4.4;5
8;01.03.1994;-1.1;-6.2;6.1
8;01.04.1994;2;-2.6;3.7
8;01.05.1994;2.5;-0.3;8.1
8;01.06.1994;7.6;-0.3;9.5
8;01.07.1994;9.5;5.2;13.1
8;01.08.1994;7.5;2.8;11.8
8;01.09.1994;6.9;4.3;10.6
8;01.10.1994;6;5.3;8.6
8;01.11.1994;6;4.5;7.6
8;01.12.1994;3.1;-0.1;8
8;01.13.1994;1;-0.9;3.9
8;01.14.1994;3.6;-1.8;8.8
8;01.15.1994;2;-1.1;8.2
8;01.16.1994;0.4;-0.8;2.1
8;01.17.1994;0.6;-0.4;3.6
8;01.18.1994;-1.2;-2.9;1.3
8;01.19.1994;-4.3;-6.8;1
8;01.20.1994;-3.2;-7.2;-1.9
8;01.21.1994;-1.5;-3.8;4.1
8;01.22.1994;-2.6;-7;4.7
8;01.23.1994;-2.3;-9;5.6
8;01.24.1994;-1.5;-6.3;5.6
8;01.25.1994;2.8;-6.3;9.1
8;01.26.1994;2.8;-1;6.1
8;01.27.1994;1.5;-2.4;9.7
8;01.28.1994;2.4;-3.3;8
8;01.29.1994;3.1;-1.1;5.6
8;01.30.1994;-1.7;-6.4;8
8;01.31.1994;0.8;-5.8;7.7
8;02.01.1994;0.5;-6.2;7.6
8;02.02.1994;4.5;-2.4;8.7
8;02.03.1994;4.9;4.1;7.1
8;02.04.1994;4;0.4;11
8;02.05.1994;4.8;-0.5;7.8
8;02.06.1994;4.4;3.2;7.5
8;02.07.1994;2.9;-1.4;6
8;02.08.1994;3.4;0;5.9
8;02.09.1994;3.4;1.6;6.4
8;02.10.1994;1.4;-1.9;6.6
8;02.11.1994;1.1;-4.6;8.2
8;02.12.1994;0.3;-2.3;4.3
8;02.13.1994;-3;-5.4;0.9
8;02.14.1994;-6.8;-7.9;-3.7
8;02.15.1994;-7.1;-12.9;-0.6
8;02.16.1994;-6.5;-9.1;-1.7
8;02.17.1994;-7.2;-13;-2
8;02.18.1994;-5.7;-12.2;1.2
8;02.19.1994;-2.1;-7.1;1.9
8;02.20.1994;-2.2;-9.8;3.3
8;02.21.1994;-1.9;-8.7;8.4
8;02.22.1994;2.3;-7.5;9.1
8;02.23.1994;2.4;-6.1;6.9
8;02.24.1994;2.5;1.2;6
8;02.25.1994;0.6;-1.2;6.6
8;02.26.1994;4.2;-3.1;13.6
8;02.27.1994;6.8;-2.6;13.3
8;02.28.1994;8.1;5.9;10.9
8;03.01.1994;8.9;6.2;12
8;03.02.1994;7.8;6;11.9
8;03.03.1994;7;0.6;14.9
8;03.04.1994;7.7;3.2;12
8;03.05.1994;1.4;-4.9;12.1
8;03.06.1994;4.4;-4;14.5
8;03.07.1994;6.6;-1.6;15.2
8;03.08.1994;6.8;-0.6;16.3
8;03.09.1994;7.9;1.9;17.2
8;03.10.1994;11.7;1.3;21.3
8;03.11.1994;7.8;4.1;14.6
8;03.12.1994;10.3;-1.4;19.8
8;03.13.1994;9.5;0.9;16
8;03.14.1994;9.9;5.9;18.5
8;03.15.1994;10.4;0.6;16.1
8;03.16.1994;8.3;3.2;16.1
8;03.17.1994;7.1;4.9;14
8;03.18.1994;3.4;-2.2;12.6
8;03.19.1994;7.9;-3.4;13.9
8;03.20.1994;7.7;4.7;14.4
8;03.21.1994;7.6;3.2;14
8;03.22.1994;7;1.2;11.3
8;03.23.1994;9.6;5.6;16.8
8;03.24.1994;11.7;4.7;17
8;03.25.1994;11.7;3.3;18.6
8;03.26.1994;8.3;5.2;13.1
8;03.27.1994;4.8;-1.5;11.9
8;03.28.1994;3.4;-1;10.5
8;03.29.1994;5.6;-1.5;15.4
8;03.30.1994;8.9;-1.9;21.6
8;03.31.1994;11;0.2;19.3
8;04.01.1994;9.8;1;17.2
8;04.02.1994;3.9;1;10.8
8;04.03.1994;4.4;-0.7;12.4
8;04.04.1994;5.3;2.6;13.7
8;04.05.1994;3.3;2.4;7.4
8;04.06.1994;5.6;0.1;9.8
8;04.07.1994;3.3;-2.7;13
8;04.08.1994;7;-3.5;13.9
8;04.09.1994;5.5;-0.4;13.1
8;04.10.1994;4.5;0.1;8.9
8;04.11.1994;4.5;0.2;8.4
8;04.12.1994;5.3;3.1;8
8;04.13.1994;6.9;3.6;9.9
8;04.14.1994;9.1;4.1;14.5
8;04.15.1994;8.7;4.8;13.9
8;04.16.1994;8.8;6.1;10.8
8;04.17.1994;10.2;7.5;14.1
8;04.18.1994;8.9;7.4;11.7
8;04.19.1994;6;2.7;9.3
8;04.20.1994;7.8;4.7;10.9
8;04.21.1994;9.2;6.5;16.4
8;04.22.1994;9.1;0.6;18.5
8;04.23.1994;10.8;0.9;20.4
8;04.24.1994;12.3;2.2;22
8;04.25.1994;9;1.9;16.3
8;04.26.1994;11.4;1.5;16.8
8;04.27.1994;11.9;3.9;19.8
8;04.28.1994;14.4;5.3;21.8
8;04.29.1994;12.3;8.6;21.1
8;04.30.1994;13.5;3.3;23.2
8;05.01.1994;14;4.3;23.1
8;05.02.1994;10.1;6.7;13.7
8;05.03.1994;8.7;1.6;17.1
8;05.04.1994;12.6;-0.6;21.8
8;05.05.1994;8.7;7.6;13.8
8;05.06.1994;9;3.6;17.7
8;05.07.1994;11.1;-0.4;18.3
8;05.08.1994;10.3;6.8;16.6
8;05.09.1994;10.5;-0.2;18.8
8;05.10.1994;9.4;2.8;19.3
8;05.11.1994;10.6;7.9;15.5
8;05.12.1994;11.4;3.2;18.8
8;05.13.1994;12.9;4.4;19
8;05.14.1994;14.3;6.9;18.7
8;05.15.1994;16.4;9;23.1
8;05.16.1994;16.9;5.8;24.4
8;05.17.1994;18.2;8.7;25.7
8;05.18.1994;15.7;8;23
8;05.19.1994;12.6;10.8;14.8
8;05.20.1994;12.8;11.7;15.3
8;05.21.1994;13.8;6.7;19.1
8;05.22.1994;15.6;8.7;22.1
8;05.23.1994;16.1;8.7;24.4
8;05.24.1994;18.1;11.3;25.9
8;05.25.1994;17.6;13.5;24.8
8;05.26.1994;18;10.3;25.3
8;05.27.1994;11.5;9.7;17.6
8;05.28.1994;14.8;4.4;21.4
8;05.29.1994;15.4;9.6;22
8;05.30.1994;13.2;11.4;15.7
8;05.31.1994;14.3;9.9;20.6
8;06.01.1994;18.1;6.3;26.6
8;06.02.1994;20.8;10.5;27
8;06.03.1994;20;11.9;27.2
8;06.04.1994;13.5;12.3;17.8
8;06.05.1994;14.1;9.9;20.2
8;06.06.1994;12.9;6.2;18.3
8;06.07.1994;16;2.5;23.2
8;06.08.1994;18.6;7.5;24.2
8;06.09.1994;16.4;10.1;25.3
8;06.10.1994;11;10;13.4
8;06.11.1994;11.3;8.3;14.6
8;06.12.1994;11.6;9.6;13.3
8;06.13.1994;12.5;10.7;14.9
8;06.14.1994;15.2;9.2;21.7
8;06.15.1994;17;12.6;23.3
8;06.16.1994;17.5;8.6;24
8;06.17.1994;17.3;12.7;22.6
8;06.18.1994;18.7;13.1;24.2
8;06.19.1994;20.4;10;26.5
8;06.20.1994;17.2;12.1;24.2
8;06.21.1994;17.8;14.2;23.3
8;06.22.1994;19.9;10.3;26.9
8;06.23.1994;21.1;11.2;28.7
8;06.24.1994;21.5;16.9;26.5
8;06.25.1994;21.7;13.3;28.4
8;06.26.1994;21.9;13.3;30.8
8;06.27.1994;21.6;13.3;30.6
8;06.28.1994;22;13.2;28
8;06.29.1994;21;14.3;28.3
8;06.30.1994;21.6;13.6;29.6
8;07.01.1994;21.4;15.5;27.8
8;07.02.1994;21.5;15.9;27.1
8;07.03.1994;21.8;13.5;28.3
8;07.04.1994;23.5;14.7;30.4
8;07.05.1994;21;16.7;30.7
8;07.06.1994;20.9;16.5;27.2
8;07.07.1994;18.8;14.5;24.6
8;07.08.1994;15.5;14.6;19
8;07.09.1994;17.1;13.1;22.8
8;07.10.1994;17.9;10.9;25.4
8;07.11.1994;18.6;11.6;25.6
8;07.12.1994;18.4;12.1;25.7
8;07.13.1994;18;14.4;26.1
8;07.14.1994;19;12.2;25.8
8;07.15.1994;17.8;14.3;26.3
8;07.16.1994;20;12.3;26.8
8;07.17.1994;22.4;12.6;29.6
8;07.18.1994;21.6;15;31.1
8;07.19.1994;19.5;15.9;27.8
8;07.20.1994;18.4;15;21.6
8;07.21.1994;19.5;17.1;26.1
8;07.22.1994;20.2;10.9;28.6
8;07.23.1994;20.3;11.7;29.6
8;07.24.1994;21.1;10.6;29.6
8;07.25.1994;20.9;11.1;29.6
8;07.26.1994;21.5;12.7;30.2
8;07.27.1994;21.6;12.8;30.6
8;07.28.1994;20.6;17;28.6
8;07.29.1994;21.1;12.5;30.6
8;07.30.1994;21.8;11.2;30.5
8;07.31.1994;23.1;12;31.9
8;08.01.1994;23;13.6;32
8;08.02.1994;22.7;13.8;32.1
8;08.03.1994;23.4;14.1;31.6
8;08.04.1994;24.8;17;31.7
8;08.05.1994;23.7;16.6;31.2
8;08.06.1994;24.2;16.3;32.1
8;08.07.1994;22.1;17.6;30.1
8;08.08.1994;20.9;13.8;32
8;08.09.1994;22.9;13.2;31.9
8;08.10.1994;24;16.2;32.7
8;08.11.1994;22.4;16.4;30.5
8;08.12.1994;17.1;14.8;23.6
8;08.13.1994;17.9;15.3;25.2
8;08.14.1994;16.1;14.5;21.5
8;08.15.1994;17.6;10.8;22.7
8;08.16.1994;17.2;10.4;24.1
8;08.17.1994;19.1;10.6;26.7
8;08.18.1994;16.4;14.3;21.4
8;08.19.1994;16.2;8;25.3
8;08.20.1994;18.7;9.7;28.2
8;08.21.1994;20.2;11.9;29.8
8;08.22.1994;20.6;13.6;29.6
8;08.23.1994;21;12.3;28.4
8;08.24.1994;16.4;14.9;25.1
8;08.25.1994;15.7;13.5;20.1
8;08.26.1994;19.9;12.5;24.8
8;08.27.1994;16.5;7.1;24.7
8;08.28.1994;18.4;10.1;27.4
8;08.29.1994;18.9;11.5;24.3
8;08.30.1994;17.8;16.5;21.3
8;08.31.1994;20.6;15.8;27.2
8;09.01.1994;19.7;13.5;28.1
8;09.02.1994;16.7;13.9;21.9
8;09.03.1994;15.2;13.9;19
8;09.04.1994;15.2;11.5;22.5
8;09.05.1994;15.2;8.3;23.5
8;09.06.1994;16.7;9.2;24.9
8;09.07.1994;17.1;10.9;26.3
8;09.08.1994;17.5;11.1;26.8
8;09.09.1994;16.6;13.6;24.7
8;09.10.1994;15.3;11.8;23.3
8;09.11.1994;15.8;8.1;24.8
8;09.12.1994;16.9;10.5;25.4
8;09.13.1994;17.1;11.4;25
8;09.14.1994;17.1;12.5;22.3
8;09.15.1994;13.6;11.6;19.3
8;09.16.1994;13;7.9;18.9
8;09.17.1994;10.8;9.5;13.5
8;09.18.1994;7.8;7;10.3
8;09.19.1994;9;6.6;15.4
8;09.20.1994;8.7;2;18.2
8;09.21.1994;12.4;2.4;19.4
8;09.22.1994;14.1;12.1;21
8;09.23.1994;15.8;7.8;24.4
8;09.24.1994;19.1;10.5;26.4
8;09.25.1994;16.1;10.9;25.1
8;09.26.1994;17.4;9.1;25.1
8;09.27.1994;17.3;14.2;24.7
8;09.28.1994;14.8;11.9;21.6
8;09.29.1994;14;10;22.8
8;09.30.1994;13.6;7.9;20.6
8;10.01.1994;16;9.9;24.8
8;10.02.1994;16.2;12.3;22.4
8;10.03.1994;15.7;14.2;21.1
8;10.04.1994;12.3;10.4;18.5
8;10.05.1994;5.5;2.9;12.2
8;10.06.1994;3.3;-1.4;11.9
8;10.07.1994;3.9;-3.1;11.1
8;10.08.1994;3.5;2.4;6.2
8;10.09.1994;3.8;-0.4;11.6
8;10.10.1994;4.6;-0.5;13.2
8;10.11.1994;4.8;-1.3;14.6
8;10.12.1994;5.5;-1.5;16
8;10.13.1994;6.3;-1;17.6
8;10.14.1994;7.4;0.2;17.8
8;10.15.1994;6.8;1.6;17.2
8;10.16.1994;5.4;0.4;12.7
8;10.17.1994;7.9;3.6;13.6
8;10.18.1994;4.7;3.5;8.2
8;10.19.1994;3.4;0.9;9.2
8;10.20.1994;6;-1.7;10.7
8;10.21.1994;5.8;1.8;8
8;10.22.1994;5.1;4.6;6.8
8;10.23.1994;5.4;4.5;6.6
8;10.24.1994;7.1;5.3;9.4
8;10.25.1994;7.6;6.2;12.5
8;10.26.1994;9.7;4.8;14.1
8;10.27.1994;6.4;3.2;13.6
8;10.28.1994;7.3;0.7;11.5
8;10.29.1994;8.6;7.8;10.6
8;10.30.1994;7.2;3.9;15.3
